	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[BLASTED]	TRINITY_DN18039_c0_g1_i1	XP_027050718.1	3948	1	0.0	98.57								
true	[BLASTED]	TRINITY_DN18042_c0_g3_i1	XP_027051425.1	3364	1	0.0	97.42								
true	[BLASTED]	TRINITY_DN18044_c0_g1_i1	XP_027037943.1	1601	1	3.7E-216	97.94								
true	[BLASTED]	TRINITY_DN18045_c0_g2_i1	CAE7484938.1	504	1	1.2E-30	100.0								
true	[BLASTED]	TRINITY_DN18048_c0_g2_i1	XP_020630863.1	719	1	3.3E-79	69.7								
true	[BLASTED]	TRINITY_DN18049_c0_g1_i1	XP_022809154.1	401	1	1.5E-25	88.89								
true	[BLASTED]	TRINITY_DN18051_c1_g1_i1	RMX53261.1	501	1	1.9E-9	95.12								
true	[BLASTED]	TRINITY_DN18054_c0_g1_i1	XP_027052926.1	1507	1	2.0E-131	100.0								
true	[BLASTED]	TRINITY_DN18055_c0_g1_i1	XP_027058235.1	2171	1	3.1E-234	99.03								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN18056_c0_g1_i2	PFX33427.1	682	1	2.3E-13	72.41	6	P:GO:0034641; P:GO:0044281; P:GO:0046483; P:GO:1901360; P:GO:1901564; F:GO:0016831	P:cellular nitrogen compound metabolic process; P:small molecule metabolic process; P:heterocycle metabolic process; P:organic cyclic compound metabolic process; P:organonitrogen compound metabolic process; F:carboxy-lyase activity	EC:4.1.1	Carbon-carbon lyases			
true	[BLASTED]	TRINITY_DN18057_c0_g1_i1	XP_027036768.1	7672	1	0.0	98.13								
true	[BLASTED]	TRINITY_DN18058_c0_g1_i7	CAE7378473.1	2991	1	0.0	99.77								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN18058_c0_g3_i1	OLP97490.1	1446	1	6.0E-258	100.0	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED]	TRINITY_DN18058_c0_g4_i1	CAE7712620.1	882	1	2.5E-129	92.58								
true	[BLASTED]	TRINITY_DN18058_c0_g5_i1	CAE7945867.1	492	1	3.9E-39	96.81								
true	[BLASTED]	TRINITY_DN18059_c0_g1_i1	XP_027055189.1	2071	1	9.3E-127	96.73								
true	[BLASTED]	TRINITY_DN18061_c0_g1_i1	XP_027045842.1	1991	1	3.9E-114	100.0								
true	[BLASTED]	TRINITY_DN18062_c0_g1_i1	XP_027044984.1	369	1	2.9E-31	83.15								
true	[BLASTED]	TRINITY_DN18063_c0_g1_i3	XP_027059854.1	1715	1	1.7E-203	84.63								
true	[BLASTED]	TRINITY_DN18063_c0_g3_i1	XP_027053868.1	2178	1	3.2E-61	100.0								
true	[BLASTED]	TRINITY_DN18063_c1_g1_i1	XP_027051737.1	519	1	1.1E-7	60.0								
true	[BLASTED]	TRINITY_DN18065_c0_g1_i1	XP_027041298.1	390	1	1.7E-21	49.61								
true	[BLASTED]	TRINITY_DN18068_c0_g1_i1	XP_027057808.1	1226	1	3.3E-180	98.8								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN18070_c0_g1_i1	PFX28947.1	1001	1	3.2E-16	80.36	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED]	TRINITY_DN18071_c0_g1_i1	XP_027059252.1	2474	1	0.0	90.07								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN18071_c0_g2_i1	RMX56220.1	1009	1	1.8E-131	90.18	1	F:GO:0008270	F:zinc ion binding					
true	[BLASTED]	TRINITY_DN18072_c0_g1_i1	XP_022801172.1	454	1	1.8E-67	86.75								
true	[BLASTED]	TRINITY_DN18075_c0_g1_i1	XP_022781416.1	2235	1	1.5E-199	85.55								
true	[BLASTED]	TRINITY_DN18076_c0_g1_i1	XP_027051901.1	3989	1	0.0	97.53								
true	[BLASTED]	TRINITY_DN18077_c0_g1_i5	XP_022803041.1	2244	1	0.0	92.36								
true	[BLASTED]	TRINITY_DN18077_c1_g1_i1	XP_020629621.1	433	1	1.9E-18	90.0								
true	[BLASTED]	TRINITY_DN18080_c0_g3_i1	XP_027038593.1	511	1	8.1E-48	63.92								
true	[BLASTED]	TRINITY_DN18081_c0_g1_i1	XP_027058909.1	838	1	5.7E-99	99.0								
true	[BLASTED]	TRINITY_DN18081_c0_g2_i1	XP_027058909.1	338	1	2.6E-39	96.63								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN18084_c0_g1_i1	RMX54869.1	6451	1	0.0	93.75	4	P:GO:0007018; F:GO:0003777; F:GO:0005524; F:GO:0008017	P:microtubule-based movement; F:microtubule motor activity; F:ATP binding; F:microtubule binding					
true	[BLASTED]	TRINITY_DN18085_c0_g2_i1	XP_027055799.1	1790	1	4.2E-200	99.46								
true	[BLASTED]	TRINITY_DN18086_c0_g1_i1	XP_027057231.1	1240	1	1.1E-186	99.07								
true	[BLASTED]	TRINITY_DN18086_c0_g2_i1	XP_027057135.1	1582	1	1.4E-186	98.79								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN18088_c0_g1_i3	RMX48191.1	2056	1	0.0	95.45	3	P:GO:0005991; F:GO:0004555; C:GO:0016021	P:trehalose metabolic process; F:alpha,alpha-trehalase activity; C:integral component of membrane	EC:3.2.1.28	Alpha,alpha-trehalase			
true	[BLASTED]	TRINITY_DN18089_c0_g1_i5	XP_027054912.1	1393	1	8.0E-183	99.09								
true	[BLASTED]	TRINITY_DN18089_c0_g2_i1	XP_027054911.1	579	1	7.5E-34	98.75								
true	[BLASTED]	TRINITY_DN18089_c0_g3_i1	XP_027054911.1	501	1	8.2E-29	100.0								
true	[BLASTED]	TRINITY_DN18090_c0_g1_i1	CAE7948837.1	344	1	1.2E-39	84.03								
true	[BLASTED]	TRINITY_DN18091_c0_g1_i2	XP_027052707.1	2797	1	0.0	97.59								
true	[BLASTED]	TRINITY_DN18092_c0_g1_i2	XP_029197607.1	1612	1	1.1E-95	58.25								
true	[BLASTED]	TRINITY_DN18093_c0_g1_i4	XP_027059963.1	3985	1	2.6E-186	71.71								
true	[BLASTED]	TRINITY_DN18093_c0_g2_i1	XP_027044092.1	4137	1	0.0	98.49								
true	[BLASTED]	TRINITY_DN18093_c0_g3_i2	XP_027059968.1	1381	1	1.3E-164	92.48								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN18096_c0_g1_i4	RMX58286.1	2837	1	1.7E-184	76.14	1	C:GO:0016020	C:membrane					
true	[BLASTED]	TRINITY_DN18099_c0_g1_i1	XP_015777578.1	602	1	3.1E-22	66.3								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN18100_c0_g2_i1	OLQ04794.1	1624	1	2.8E-155	98.93	5	P:GO:0006464; F:GO:0003682; F:GO:0016874; C:GO:0005737; C:GO:0016021	P:cellular protein modification process; F:chromatin binding; F:ligase activity; C:cytoplasm; C:integral component of membrane	EC:6	Ligases			
true	[BLASTED]	TRINITY_DN18102_c0_g1_i1	XP_027055155.1	902	1	3.2E-63	96.92								
true	[BLASTED]	TRINITY_DN18102_c0_g4_i1	XP_022789896.1	620	1	1.0E-92	81.68								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN18104_c0_g1_i2	PFX27027.1	1476	1	1.6E-144	98.47	3	P:GO:0016310; F:GO:0016301; F:GO:0046983	P:phosphorylation; F:kinase activity; F:protein dimerization activity	EC:2.7	Transferring phosphorus-containing groups			
true	[BLASTED]	TRINITY_DN18104_c0_g2_i1	XP_022799868.1	1093	1	8.2E-199	98.86								
true	[BLASTED]	TRINITY_DN18106_c0_g1_i9	XP_027051110.1	3685	1	0.0	99.36								
true	[BLASTED]	TRINITY_DN18106_c0_g3_i1	XP_027052462.1	2427	1	1.4E-230	98.52								
true	[BLASTED]	TRINITY_DN18108_c0_g1_i4	XP_027056191.1	2286	1	1.8E-147	59.78								
true	[BLASTED]	TRINITY_DN18110_c0_g1_i1	XP_027053026.1	1788	1	9.0E-195	98.28								
true	[BLASTED]	TRINITY_DN18111_c0_g1_i3	XP_027053787.1	2874	1	0.0	99.73								
true	[NO-BLAST]	TRINITY_DN18111_c0_g2_i2	---NA---	844											
true	[NO-BLAST]	TRINITY_DN18111_c0_g3_i1	---NA---	403											
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN18112_c0_g5_i1	PFX14902.1	850	1	2.3E-68	83.45	4	P:GO:0006468; F:GO:0004672; F:GO:0005524; F:GO:0030246	P:protein phosphorylation; F:protein kinase activity; F:ATP binding; F:carbohydrate binding	EC:2.7.1	Transferring phosphorus-containing groups			
true	[BLASTED]	TRINITY_DN18120_c0_g1_i1	CAE7895809.1	1126	1	8.2E-186	99.42								
true	[BLASTED]	TRINITY_DN18128_c0_g1_i1	RMX55014.1	511	1	5.8E-6	54.41								
true	[BLASTED]	TRINITY_DN18128_c1_g1_i1	RMX38326.1	623	1	1.4E-25	53.47								
true	[BLASTED]	TRINITY_DN18130_c0_g1_i1	XP_027054197.1	1006	1	4.1E-189	98.47								
true	[BLASTED]	TRINITY_DN18131_c0_g1_i1	XP_027041396.1	1702	1	1.2E-164	98.06								
true	[BLASTED]	TRINITY_DN18133_c0_g1_i1	XP_029186730.1	880	1	5.1E-42	57.72								
true	[BLASTED]	TRINITY_DN18134_c0_g1_i1	XP_027037268.1	346	1	9.7E-29	96.05								
true	[BLASTED]	TRINITY_DN18135_c0_g1_i1	KXJ13032.1	362	1	4.5E-13	45.83								
true	[BLASTED]	TRINITY_DN18140_c0_g1_i1	XP_027035964.1	2082	1	5.6E-289	99.8								
true	[BLASTED]	TRINITY_DN18141_c0_g1_i1	XP_027048410.1	2998	1	0.0	99.0								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN18141_c0_g2_i1	RMX42261.1	2549	1	2.0E-224	99.2	3	P:GO:0006368; P:GO:0016570; C:GO:0016593	P:transcription elongation from RNA polymerase II promoter; P:histone modification; C:Cdc73/Paf1 complex					
true	[BLASTED]	TRINITY_DN18141_c1_g1_i1	RMX47471.1	406	1	2.2E-8	77.55								
true	[BLASTED]	TRINITY_DN18141_c1_g2_i1	RMX50549.1	531	1	8.5E-8	43.68								
true	[BLASTED]	TRINITY_DN18144_c1_g1_i2	XP_020608675.1	850	1	2.2E-66	69.68								
true	[BLASTED]	TRINITY_DN18144_c1_g2_i1	XP_020608675.1	309	1	1.1E-18	74.24								
true	[BLASTED]	TRINITY_DN18144_c1_g4_i1	XP_027049949.1	1368	1	1.0E-57	99.19								
true	[BLASTED]	TRINITY_DN18144_c1_g5_i1	RMX47795.1	594	1	1.5E-13	76.6								
true	[BLASTED]	TRINITY_DN18145_c0_g1_i1	XP_027050372.1	348	1	4.2E-48	82.61								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN18150_c0_g1_i1	RMX54352.1	971	1	5.1E-176	100.0	2	P:GO:0006508; F:GO:0004197	P:proteolysis; F:cysteine-type endopeptidase activity	EC:3.4.22	Acting on peptide bonds (peptidases)			
true	[BLASTED]	TRINITY_DN18151_c0_g1_i4	XP_027060122.1	1156	1	1.6E-72	90.79								
true	[BLASTED]	TRINITY_DN18151_c0_g2_i1	XP_027060122.1	384	1	1.5E-54	98.17								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN18152_c0_g1_i1	OLP81638.1	699	1	8.5E-125	99.14	7	P:GO:0006470; P:GO:0006633; P:GO:2001295; F:GO:0003989; F:GO:0004721; F:GO:0005524; F:GO:0046872	P:protein dephosphorylation; P:fatty acid biosynthetic process; P:malonyl-CoA biosynthetic process; F:acetyl-CoA carboxylase activity; F:phosphoprotein phosphatase activity; F:ATP binding; F:metal ion binding	EC:6.4.1.2; EC:3.1.3	Acetyl-CoA carboxylase; Acting on ester bonds			
true	[BLASTED]	TRINITY_DN18155_c0_g1_i1	XP_022809532.1	355	1	3.3E-40	74.77								
true	[BLASTED]	TRINITY_DN18156_c0_g1_i3	XP_027057672.1	702	1	3.1E-50	72.0								
true	[BLASTED]	TRINITY_DN18157_c0_g1_i1	XP_022790358.1	1827	1	9.3E-256	81.59								
true	[BLASTED]	TRINITY_DN18159_c0_g2_i1	XP_027047184.1	1229	1	3.3E-164	97.17								
true	[BLASTED]	TRINITY_DN18162_c0_g1_i1	XP_027060043.1	1028	1	1.7E-169	82.75								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN18164_c0_g1_i1	PFX12624.1	315	1	9.7E-36	79.81	3	P:GO:0030001; F:GO:0046873; C:GO:0016021	P:metal ion transport; F:metal ion transmembrane transporter activity; C:integral component of membrane	EC:7	Translocases			
true	[BLASTED]	TRINITY_DN18167_c0_g1_i1	XP_027059326.1	647	1	4.9E-66	91.73								
true	[BLASTED]	TRINITY_DN18169_c0_g1_i1	XP_022808331.1	654	1	3.5E-72	69.86								
true	[BLASTED]	TRINITY_DN18172_c0_g1_i1	RMX38185.1	519	1	1.3E-82	88.37								
true	[BLASTED]	TRINITY_DN18173_c0_g1_i1	XP_027036073.1	1575	1	2.6E-81	99.38								
true	[BLASTED]	TRINITY_DN18177_c0_g1_i1	XP_022788814.1	1586	1	7.1E-228	84.23								
true	[BLASTED]	TRINITY_DN18185_c0_g1_i1	XP_027053656.1	2155	1	1.5E-164	95.1								
true	[BLASTED]	TRINITY_DN18186_c0_g1_i1	XP_015771842.1	415	1	3.9E-8	60.71								
true	[BLASTED]	TRINITY_DN18189_c0_g1_i2	RMX47387.1	1924	1	7.9E-80	76.7								
true	[BLASTED]	TRINITY_DN18190_c0_g1_i2	XP_027052447.1	630	1	1.2E-29	69.23								
true	[BLASTED]	TRINITY_DN18191_c0_g1_i1	XP_027060406.1	678	1	2.2E-85	96.36								
true	[BLASTED]	TRINITY_DN18195_c0_g1_i2	XP_027057869.1	1513	1	1.7E-295	98.21								
true	[BLASTED]	TRINITY_DN18198_c0_g1_i3	XP_027050678.1	1613	1	1.1E-281	97.58								
true	[BLASTED]	TRINITY_DN18200_c0_g1_i1	XP_027048788.1	2199	1	6.7E-216	98.51								
true	[BLASTED]	TRINITY_DN18201_c0_g1_i2	XP_027040895.1	1452	1	7.2E-134	98.41								
true	[BLASTED]	TRINITY_DN18202_c0_g1_i1	XP_027040433.1	2269	1	1.1E-152	98.58								
true	[BLASTED]	TRINITY_DN18203_c0_g1_i2	XP_022793355.1	868	1	8.6E-58	94.49								
true	[BLASTED]	TRINITY_DN18203_c0_g3_i1	XP_027048790.1	3386	1	0.0	99.41								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN18205_c0_g1_i1	RMX54355.1	446	1	4.4E-58	82.43	1	F:GO:0005524	F:ATP binding					
true	[BLASTED]	TRINITY_DN18205_c0_g2_i1	XP_020610634.1	350	1	7.3E-8	82.05								
true	[BLASTED]	TRINITY_DN18210_c0_g2_i1	XP_027043982.1	2681	1	0.0	97.67								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN18211_c0_g1_i1	OLP90577.1	4196	1	0.0	83.53	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED]	TRINITY_DN18211_c0_g3_i1	CAE7216279.1	2841	1	0.0	99.89								
true	[BLASTED]	TRINITY_DN18212_c0_g1_i7	XP_027059042.1	2762	1	0.0	98.39								
true	[BLASTED]	TRINITY_DN18214_c0_g1_i1	XP_027040126.1	1109	1	3.7E-106	68.4								
true	[BLASTED]	TRINITY_DN18215_c2_g2_i1	RMX54627.1	331	1	2.5E-26	71.6								
true	[BLASTED, MAPPED]	TRINITY_DN18215_c2_g6_i1	PFX29309.1	555	1	3.8E-35	78.49	1	F:GO:0005509	F:calcium ion binding					
true	[BLASTED]	TRINITY_DN18217_c0_g1_i8	XP_027048546.1	687	1	4.9E-16	94.0								
true	[BLASTED]	TRINITY_DN18218_c0_g1_i1	XP_027055500.1	805	1	2.3E-89	99.1								
true	[BLASTED]	TRINITY_DN18220_c0_g1_i1	RMX42082.1	895	1	4.6E-107	82.5								
true	[BLASTED]	TRINITY_DN18221_c0_g1_i1	XP_027045893.1	2344	1	4.9E-193	98.62								
true	[BLASTED]	TRINITY_DN18222_c0_g1_i2	XP_027045832.1	1790	1	1.2E-170	99.67								
true	[BLASTED]	TRINITY_DN18225_c0_g1_i1	XP_027056791.1	373	1	1.0E-55	88.71								
true	[BLASTED]	TRINITY_DN18225_c1_g1_i1	XP_022792370.1	513	1	6.0E-59	77.92								
true	[BLASTED]	TRINITY_DN18225_c1_g2_i1	RMX57996.1	978	1	5.0E-139	94.74								
true	[BLASTED]	TRINITY_DN18230_c0_g1_i1	XP_027039193.1	2116	1	0.0	92.93								
true	[BLASTED]	TRINITY_DN18233_c0_g1_i3	RMX45049.1	1121	1	5.5E-57	67.55								
true	[BLASTED]	TRINITY_DN18234_c0_g1_i2	XP_027046169.1	2550	1	0.0	98.09								
true	[BLASTED]	TRINITY_DN18239_c0_g1_i4	CAE7673220.1	1635	1	1.7E-123	94.42								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN18240_c0_g1_i2	RMX39215.1	1542	1	3.9E-29	93.06	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED]	TRINITY_DN18241_c0_g1_i1	XP_027044069.1	8050	1	0.0	99.17								
true	[BLASTED]	TRINITY_DN18241_c0_g2_i1	XP_027044073.1	3022	1	0.0	97.61								
true	[BLASTED]	TRINITY_DN18243_c0_g1_i1	XP_027040012.1	2058	1	1.1E-116	99.26								
true	[BLASTED]	TRINITY_DN18244_c0_g1_i1	XP_027051976.1	3529	1	7.0E-300	93.35								
true	[BLASTED]	TRINITY_DN18246_c0_g1_i1	CAE7939629.1	1992	1	0.0	99.84								
true	[BLASTED]	TRINITY_DN18249_c0_g1_i1	XP_027057793.1	307	1	1.8E-23	76.0								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN18251_c0_g1_i1	ETO14727.1	873	1	4.9E-154	97.24	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN18254_c0_g1_i1	RMX37089.1	868	1	5.1E-127	97.25	3	P:GO:0007186; F:GO:0004930; C:GO:0016021	P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; C:integral component of membrane					
true	[BLASTED]	TRINITY_DN18255_c0_g1_i1	XP_027043159.1	402	1	1.5E-65	99.25								
true	[BLASTED]	TRINITY_DN18256_c0_g1_i5	XP_027046567.1	646	1	1.4E-17	87.27								
true	[BLASTED]	TRINITY_DN18258_c0_g1_i1	CAE7518465.1	1263	1	9.0E-125	66.19								
true	[BLASTED]	TRINITY_DN18263_c0_g1_i1	XP_022804606.1	340	1	9.4E-45	82.14								
true	[BLASTED]	TRINITY_DN18264_c0_g1_i1	XP_027039935.1	4639	1	0.0	99.37								
true	[BLASTED, MAPPED]	TRINITY_DN18264_c0_g2_i1	PFX25133.1	469	1	6.3E-7	59.02	4	P:GO:0016226; F:GO:0000166; F:GO:0005524; F:GO:0051536	P:iron-sulfur cluster assembly; F:nucleotide binding; F:ATP binding; F:iron-sulfur cluster binding					
true	[BLASTED]	TRINITY_DN18270_c0_g1_i3	XP_027056938.1	2855	1	1.9E-295	99.05								
true	[BLASTED]	TRINITY_DN18270_c0_g3_i1	XP_027056937.1	5060	1	2.3E-304	99.65								
true	[BLASTED]	TRINITY_DN18272_c0_g1_i1	XP_027042749.1	642	1	5.8E-104	89.25								
true	[BLASTED]	TRINITY_DN18273_c0_g1_i1	XP_027046389.1	1474	1	2.6E-176	99.3								
true	[BLASTED]	TRINITY_DN18275_c0_g1_i1	XP_027038171.1	3164	1	0.0	99.58								
true	[BLASTED]	TRINITY_DN18276_c0_g1_i1	CAE7284178.1	436	1	5.1E-67	95.83								
true	[BLASTED]	TRINITY_DN18277_c0_g1_i1	XP_027055191.1	539	1	2.0E-41	100.0								
true	[BLASTED]	TRINITY_DN18278_c0_g1_i1	XP_027039863.1	1096	1	2.8E-29	94.03								
true	[BLASTED]	TRINITY_DN18279_c0_g1_i1	XP_027044120.1	5285	1	0.0	99.59								
true	[BLASTED]	TRINITY_DN18279_c0_g2_i6	CAE7891138.1	3321	1	3.7E-125	97.49								
true	[BLASTED]	TRINITY_DN18282_c0_g1_i1	XP_027042798.1	1003	1	1.7E-129	98.79								
true	[BLASTED]	TRINITY_DN18284_c0_g1_i1	XP_027054532.1	1415	1	4.3E-208	99.16								
true	[BLASTED]	TRINITY_DN18285_c0_g1_i1	RMX55320.1	880	1	9.1E-7	78.38								
true	[BLASTED]	TRINITY_DN18286_c0_g1_i1	XP_027048565.1	2224	1	4.7E-193	100.0								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN18287_c0_g1_i1	RMX40337.1	362	1	3.7E-55	94.17	1	C:GO:0005737	C:cytoplasm					
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN18287_c0_g2_i1	RMX40337.1	452	1	9.9E-66	86.0	1	C:GO:0005737	C:cytoplasm					
true	[BLASTED]	TRINITY_DN18287_c1_g1_i1	XP_027035837.1	387	1	5.2E-47	77.34								
true	[BLASTED]	TRINITY_DN18288_c0_g1_i1	XP_027038185.1	470	1	1.1E-56	80.0								
true	[BLASTED]	TRINITY_DN18290_c0_g1_i2	XP_027059273.1	3143	1	0.0	98.0								
true	[BLASTED]	TRINITY_DN18291_c0_g1_i1	XP_027044307.1	1770	1	8.2E-257	98.35								
true	[BLASTED]	TRINITY_DN18292_c0_g1_i4	XP_027055217.1	3747	1	0.0	81.45								
true	[BLASTED]	TRINITY_DN18292_c0_g3_i2	RMX50549.1	1709	1	1.2E-7	57.38								
true	[BLASTED]	TRINITY_DN18293_c0_g1_i1	OLP95662.1	1772	1	1.4E-176	96.9								
true	[BLASTED]	TRINITY_DN18294_c0_g1_i2	XP_029185052.1	623	1	3.3E-80	87.21								
true	[BLASTED]	TRINITY_DN18294_c0_g2_i1	XP_027041393.1	2015	1	1.8E-260	99.8								
true	[BLASTED]	TRINITY_DN18294_c0_g3_i2	XP_029185052.1	1547	1	2.5E-92	88.21								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN18294_c0_g4_i1	PFX20102.1	1434	1	2.4E-198	89.77	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED]	TRINITY_DN18297_c0_g1_i1	OLP79159.1	3538	1	4.3E-7	50.83								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN18297_c0_g2_i1	OLQ13131.1	3446	1	7.1E-31	76.77	1	C:GO:0016020	C:membrane					
true	[BLASTED]	TRINITY_DN18299_c0_g1_i1	XP_022784200.1	2138	1	1.4E-194	95.66								
true	[BLASTED]	TRINITY_DN18303_c0_g1_i2	RMX50935.1	608	1	1.1E-46	100.0								
true	[BLASTED]	TRINITY_DN18306_c0_g1_i1	XP_020626200.1	1828	1	1.2E-191	69.92								
true	[BLASTED]	TRINITY_DN18307_c0_g1_i1	XP_027035664.1	1049	1	2.3E-121	99.54								
true	[BLASTED]	TRINITY_DN18308_c0_g1_i1	CAE6925282.1	472	1	2.8E-63	99.17								
true	[BLASTED]	TRINITY_DN18311_c0_g1_i1	XP_027048488.1	402	1	9.6E-12	74.44								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN18312_c0_g1_i2	RMX55570.1	720	1	4.7E-126	97.91	2	F:GO:0003723; F:GO:0003950	F:RNA binding; F:NAD+ ADP-ribosyltransferase activity	EC:2.4.2.30	NAD(+) ADP-ribosyltransferase			
true	[BLASTED]	TRINITY_DN18314_c0_g1_i1	XP_027042530.1	1668	1	1.0E-171	91.52								
true	[BLASTED]	TRINITY_DN18315_c0_g1_i1	CAE7314692.1	1009	1	4.3E-109	99.59								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN18317_c0_g1_i1	RMX61080.1	1748	1	2.9E-97	99.46	1	F:GO:0016811	F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	EC:3.5.1	Acting on carbon-nitrogen bonds, other than peptide bonds			
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN18318_c0_g1_i1	OLP90633.1	1455	1	3.4E-240	98.65	4	P:GO:0006486; F:GO:0005524; F:GO:0016758; C:GO:0016021	P:protein glycosylation; F:ATP binding; F:hexosyltransferase activity; C:integral component of membrane	EC:2.4.1	Glycosyltransferases			
true	[BLASTED]	TRINITY_DN18320_c0_g1_i1	XP_022807253.1	1748	1	2.4E-160	75.33								
true	[BLASTED]	TRINITY_DN18321_c0_g1_i2	CAE7434171.1	761	1	9.1E-88	100.0								
true	[BLASTED]	TRINITY_DN18325_c0_g1_i1	XP_027051730.1	630	1	8.9E-97	97.89								
true	[BLASTED]	TRINITY_DN18330_c0_g1_i1	XP_022795707.1	3365	1	1.2E-195	83.52								
true	[BLASTED]	TRINITY_DN18330_c1_g1_i1	RMX45469.1	671	1	7.7E-6	58.49								
true	[BLASTED]	TRINITY_DN18333_c0_g1_i2	XP_022803041.1	756	1	1.9E-29	81.93								
true	[BLASTED]	TRINITY_DN18334_c0_g1_i1	CAE7210443.1	995	1	3.3E-162	84.04								
true	[BLASTED]	TRINITY_DN18336_c0_g1_i2	XP_020618909.1	755	1	4.3E-13	86.11								
true	[BLASTED]	TRINITY_DN18338_c0_g1_i2	RMX50150.1	405	1	7.6E-9	78.95								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN18339_c0_g1_i1	OLP90074.1	1183	1	1.1E-95	100.0	6	P:GO:0006508; F:GO:0003676; F:GO:0004190; F:GO:0008270; F:GO:0016853; C:GO:0016021	P:proteolysis; F:nucleic acid binding; F:aspartic-type endopeptidase activity; F:zinc ion binding; F:isomerase activity; C:integral component of membrane	EC:3.4.23; EC:5	Acting on peptide bonds (peptidases); Isomerases			
true	[BLASTED]	TRINITY_DN18339_c0_g3_i1	CAE7937871.1	2607	1	1.8E-297	97.44								
true	[BLASTED, MAPPED, ANNOTATED]	TRINITY_DN18339_c0_g4_i1	OLP90074.1	1156	1	7.1E-68	95.77	6	P:GO:0006508; F:GO:0003676; F:GO:0004190; F:GO:0008270; F:GO:0016853; C:GO:0016021	P:proteolysis; F:nucleic acid binding; F:aspartic-type endopeptidase activity; F:zinc ion binding; F:isomerase activity; C:integral component of membrane	EC:3.4.23; EC:5	Acting on peptide bonds (peptidases); Isomerases			
true	[BLASTED]	TRINITY_DN18339_c0_g5_i1	CAE7514859.1	2511	1	8.6E-236	98.42								
true	[BLASTED]	TRINITY_DN18340_c0_g2_i1	XP_027058930.1	792	1	8.2E-124	100.0								
true	[BLASTED]	TRINITY_DN18341_c0_g2_i2	XP_027053951.1	2318	1	0.0	98.52								
true	[BLASTED]	TRINITY_DN18344_c0_g2_i1	XP_027043914.1	4840	1	3.4E-164	90.47								
true	[BLASTED]	TRINITY_DN18345_c0_g1_i2	XP_022804742.1	439	1	2.8E-41	68.75								
true	[BLASTED]	TRINITY_DN18345_c0_g2_i1	XP_027046886.1	358	1	3.6E-26	83.58								
true	[BLASTED]	TRINITY_DN18346_c0_g1_i1	RMX57826.1	411	1	2.9E-24	95.65								
true	[BLASTED]	TRINITY_DN18349_c0_g1_i1	XP_027059867.1	2583	1	0.0	98.65								
true	[BLASTED]	TRINITY_DN18352_c0_g1_i1	RMX39073.1	426	1	1.7E-14	76.27								
true	[BLASTED]	TRINITY_DN18354_c1_g1_i1	XP_027049717.1	683	1	2.1E-115	100.0								
true	[BLASTED]	TRINITY_DN18358_c0_g1_i3	XP_027060613.1	470	1	1.2E-18	60.92								
true	[BLASTED]	TRINITY_DN18358_c0_g2_i1	XP_027060609.1	923	1	7.5E-12	50.0								
true	[BLASTED]	TRINITY_DN18358_c0_g4_i1	XP_027060613.1	718	1	1.7E-72	97.87								
