,Tags,SeqName,Description,Length,#Hits,e-Value,sim mean,#GO,GO IDs,GO Names,Enzyme Codes,Enzyme Names,InterPro IDs,InterPro GO IDs,InterPro GO Names
TRUE,[BLASTED],Pver_g8683.t1,XP_027056351.1,188,1,9.10E-101,100,,,,,,,,
TRUE,[BLASTED],Pver_g8684.t1,XP_027056353.1,186,1,7.10E-98,98.92,,,,,,,,
TRUE,[BLASTED],Pver_g8685.t1,XP_027056349.1,321,1,3.10E-186,99.06,,,,,,,,
TRUE,[BLASTED],Pver_g8686.t2,XP_027056359.1,1016,1,0,71.96,,,,,,,,
TRUE,[BLASTED],Pver_g8687.t1,XP_027056358.1,442,1,1.10E-229,98.41,,,,,,,,
TRUE,[BLASTED],Pver_g8688.t1,XP_027056354.1,407,1,1.40E-223,98.03,,,,,,,,
TRUE,[BLASTED],Pver_g8689.t1,XP_027056366.1,396,1,2.80E-160,97.53,,,,,,,,
TRUE,[BLASTED],Pver_g8690.t2,XP_027056367.1,887,1,5.70E-254,100,,,,,,,,
TRUE,[BLASTED],Pver_g8691.t2,XP_027056356.1,793,1,0,93.48,,,,,,,,
TRUE,[BLASTED],Pver_g8692.t2,XP_027051998.1,3238,1,0,83.66,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g8693.t1,PFX14822.1,1959,1,0,79.59,2,F:GO:0005509; C:GO:0016021,F:calcium ion binding; C:integral component of membrane,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g8694.t1,PFX34733.1,2243,1,0,78.41,1,C:GO:0016020,C:membrane,,,,,
TRUE,[BLASTED],Pver_g8695.t2,XP_027040611.1,4013,1,0,99.85,,,,,,,,
TRUE,[BLASTED],Pver_g8696.t1,XP_027040613.1,226,1,1.90E-121,98.67,,,,,,,,
TRUE,[BLASTED],Pver_g8697.t1,XP_027040602.1,1563,1,0,92.48,,,,,,,,
TRUE,[BLASTED],Pver_g8698.t1,XP_015762913.1,666,1,1.00E-167,66.67,,,,,,,,
TRUE,[BLASTED],Pver_g8699.t1,RMX47795.1,188,1,1.40E-53,63.02,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g8700.t1,RMX51652.1,652,1,0,88.31,1,C:GO:0016021,C:integral component of membrane,,,,,
TRUE,[BLASTED],Pver_g8701.t2,PFX21218.1,639,1,2.40E-105,53.75,,,,,,,,
TRUE,[BLASTED],Pver_g8702.t2,XP_027037066.1,747,1,0,72.69,,,,,,,,
TRUE,[BLASTED],Pver_g8703.t1,XP_027059555.1,1138,1,0,97.59,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g8704.t1,RMX51652.1,613,1,0,90.2,1,C:GO:0016021,C:integral component of membrane,,,,,
TRUE,[BLASTED],Pver_g8705.t1,XP_027051691.1,775,1,0,79.63,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g8706.t1,RMX53215.1,3994,1,0,98.46,2,F:GO:0005509; C:GO:0016021,F:calcium ion binding; C:integral component of membrane,,,,,
TRUE,[BLASTED],Pver_g8707.t1,XP_027060592.1,518,1,8.80E-114,86.48,,,,,,,,
TRUE,[BLASTED],Pver_g8708.t1,XP_029211813.1,404,1,3.60E-94,83.33,,,,,,,,
TRUE,[BLASTED],Pver_g8709.t1,XP_027041833.1,499,1,4.00E-281,97.59,,,,,,,,
TRUE,[BLASTED],Pver_g8711.t2,XP_022783805.1,780,1,1.00E-177,62.17,,,,,,,,
TRUE,[BLASTED],Pver_g8712.t1,XP_022777885.1,361,1,3.10E-113,78.11,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g8713.t1,PFX29965.1,483,1,1.80E-148,62.32,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,,,
TRUE,[BLASTED],Pver_g8714.t1,XP_027045477.1,490,1,1.20E-139,96.32,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g8715.t1,PFX29965.1,461,1,4.90E-140,62.42,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,,,
TRUE,[BLASTED],Pver_g8716.t2,XP_027045670.1,1429,1,0,90.58,,,,,,,,
TRUE,[BLASTED],Pver_g8717.t1,XP_022783485.1,310,1,4.60E-134,82.85,,,,,,,,
TRUE,[BLASTED],Pver_g8718.t1,XP_027045553.1,424,1,3.20E-239,98.82,,,,,,,,
TRUE,[BLASTED],Pver_g8719.t1,XP_027045512.1,1546,1,0,98.32,,,,,,,,
TRUE,[BLASTED],Pver_g8720.t1,XP_027045544.1,1985,1,0,98.14,,,,,,,,
TRUE,[BLASTED],Pver_g8721.t2,XP_027045914.1,1581,1,0,91.5,,,,,,,,
TRUE,[BLASTED],Pver_g8722.t1,XP_029202958.1,166,1,9.30E-33,55.94,,,,,,,,
TRUE,[BLASTED],Pver_g8723.t1,XP_027045905.1,310,1,1.90E-135,83.83,,,,,,,,
TRUE,[BLASTED],Pver_g8724.t2,XP_027045898.1,1716,1,0,92.99,,,,,,,,
TRUE,[BLASTED],Pver_g8725.t1,XP_027044021.1,546,1,0,99.27,,,,,,,,
TRUE,[BLASTED],Pver_g8726.t1.1.5de5ca3b,XP_027044002.1,1021,1,0,99.41,,,,,,,,
TRUE,[BLASTED],Pver_g8727.t1,XP_027044018.1,501,1,1.60E-274,99.8,,,,,,,,
TRUE,[BLASTED],Pver_g8728.t1,XP_027044025.1,741,1,0,97.3,,,,,,,,
TRUE,[BLASTED],Pver_g8729.t2,XP_022783466.1,227,1,1.20E-83,57.69,,,,,,,,
TRUE,[BLASTED],Pver_g8730.t1,XP_020632004.1,317,1,1.00E-152,83.23,,,,,,,,
TRUE,[BLASTED],Pver_g8731.t1,XP_027044005.1,101,1,4.00E-47,100,,,,,,,,
TRUE,[BLASTED],Pver_g8732.t1,XP_027044034.1,1926,1,0,96.05,,,,,,,,
TRUE,[BLASTED],Pver_g8733.t1,RMX45936.1,106,1,4.70E-54,100,,,,,,,,
TRUE,[BLASTED],Pver_g8734.t2,PFX22821.1,842,1,4.20E-198,66.91,,,,,,,,
TRUE,[BLASTED],Pver_g8735.t1,XP_027040762.1,1268,1,5.00E-94,99.13,,,,,,,,
TRUE,[BLASTED],Pver_g8736.t1,XP_027040355.1,2139,1,0,99.35,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g8737.t2,PFX32582.1,1393,1,9.20E-158,50.08,3,P:GO:0015074; F:GO:0003676; F:GO:0003824,P:DNA integration; F:nucleic acid binding; F:catalytic activity,,,,,
TRUE,[BLASTED],Pver_g8738.t1,RMX47396.1,229,1,5.80E-33,60.13,,,,,,,,
TRUE,[BLASTED],Pver_g8739.t1,XP_027038262.1,562,1,4.90E-251,82.29,,,,,,,,
TRUE,[BLASTED],Pver_g8740.t1,XP_027040910.1,498,1,3.00E-228,84.46,,,,,,,,
TRUE,[BLASTED],Pver_g8741.t1,XP_027040906.1,683,1,4.10E-284,99.01,,,,,,,,
TRUE,[BLASTED],Pver_g8742.t1,XP_027040903.1,327,1,2.20E-166,86.56,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g8743.t2,RMX48367.1,4265,1,0,93.53,1,C:GO:0016021,C:integral component of membrane,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g8744.t1,PFX18429.1,4795,1,0,86.31,2,F:GO:0005509; C:GO:0016021,F:calcium ion binding; C:integral component of membrane,,,,,
TRUE,[BLASTED],Pver_g8745.t1,XP_027040920.1,1087,1,0,80.72,,,,,,,,
TRUE,[BLASTED],Pver_g8746.t1,XP_027040918.1,1006,1,0,88.07,,,,,,,,
TRUE,[BLASTED],Pver_g8747.t1,XP_027040901.1,874,1,0,89.04,,,,,,,,
TRUE,[BLASTED],Pver_g8748.t1,XP_027040916.1,562,1,3.30E-271,96.93,,,,,,,,
TRUE,[BLASTED],Pver_g8749.t2,XP_027040911.1,2414,1,0,98.92,,,,,,,,
TRUE,[BLASTED],Pver_g8750.t1,XP_027040914.1,479,1,4.00E-238,97.49,,,,,,,,
TRUE,[BLASTED],Pver_g8751.t2,XP_022801976.1,1031,1,0,86.76,,,,,,,,
TRUE,[BLASTED],Pver_g8752.t2,RMX50906.1,607,1,2.40E-54,79.79,,,,,,,,
TRUE,[BLASTED],Pver_g8753.t2,XP_022784770.1,1416,1,1.20E-160,49.57,,,,,,,,
TRUE,[BLASTED],Pver_g8756.t1,XP_015757835.1,250,1,8.00E-36,46.04,,,,,,,,
TRUE,[BLASTED],Pver_g8757.t1,PFX12625.1,1095,1,3.20E-238,68.77,,,,,,,,
TRUE,[BLASTED],Pver_g8758.t1,XP_022794138.1,1148,1,0,71.4,,,,,,,,
TRUE,[BLASTED],Pver_g8759.t1,XP_022787086.1,344,1,2.40E-147,78.59,,,,,,,,
TRUE,[BLASTED],Pver_g8760.t2,XP_022787101.1,1320,1,0,60.94,,,,,,,,
TRUE,[BLASTED],Pver_g8761.t1,XP_027040576.1,293,1,2.00E-09,87.18,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g8762.t1,RMX50975.1,297,1,5.20E-42,88.07,1,C:GO:0016021,C:integral component of membrane,,,,,
TRUE,[BLASTED],Pver_g8763.t2,XP_027037825.1,615,1,3.30E-168,85.08,,,,,,,,
TRUE,[BLASTED],Pver_g8764.t1,XP_027037825.1,617,1,4.80E-175,87.3,,,,,,,,
TRUE,[BLASTED],Pver_g8765.t1,XP_027037824.1,433,1,1.50E-98,88.65,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g8766.t1,RMX38118.1,1138,1,4.10E-212,50.61,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g8767.t1,RMX39032.1,526,1,2.20E-237,99.53,3,P:GO:0055085; F:GO:0022857; C:GO:0016021,P:transmembrane transport; F:transmembrane transporter activity; C:integral component of membrane,EC:7,Translocases,,,
TRUE,[BLASTED],Pver_g8768.t1,XP_027037825.1,780,1,7.50E-157,86.52,,,,,,,,
TRUE,[BLASTED],Pver_g8769.t2,XP_027053478.1,2124,1,3.40E-228,54.17,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g8770.t1,RMX50975.1,1414,1,8.60E-204,51.13,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,,,
TRUE,[BLASTED],Pver_g8771.t1,XP_027044947.1,450,1,1.30E-238,99.11,,,,,,,,
TRUE,[BLASTED],Pver_g8772.t1,XP_027044952.1,186,1,9.90E-92,98.92,,,,,,,,
TRUE,[BLASTED],Pver_g8773.t1,RMX45204.1,488,1,1.30E-239,98.36,,,,,,,,
TRUE,[BLASTED],Pver_g8774.t1,XP_027056201.1,599,1,5.60E-205,65.89,,,,,,,,
TRUE,[BLASTED],Pver_g8775.t2,PFX16340.1,679,1,3.00E-93,77.42,,,,,,,,
TRUE,[BLASTED],Pver_g8776.t1,XP_027040037.1,415,1,3.10E-109,77.34,,,,,,,,
TRUE,[BLASTED],Pver_g8777.t1,XP_015764362.1,360,1,1.70E-95,64.65,,,,,,,,
TRUE,[BLASTED],Pver_g8778.t1,XP_022810589.1,1549,1,0,58.69,,,,,,,,
TRUE,[BLASTED],Pver_g8779.t2,XP_027057946.1,1390,1,2.20E-175,73.58,,,,,,,,
TRUE,[BLASTED],Pver_g8780.t2,XP_022799512.1,846,1,0,65.9,,,,,,,,
TRUE,[BLASTED],Pver_g8781.t2,XP_022799471.1,1284,1,0,77.83,,,,,,,,
TRUE,[BLASTED],Pver_g8782.t1,XP_022799475.1,417,1,1.20E-161,70.52,,,,,,,,
TRUE,[BLASTED],Pver_g8783.t1,XP_022799480.1,404,1,1.40E-178,79.95,,,,,,,,
TRUE,[BLASTED],Pver_g8784.t2,RMX53347.1,284,1,3.70E-138,71.69,,,,,,,,
TRUE,[BLASTED],Pver_g8785.t2,XP_027060430.1,650,1,5.70E-203,62.68,,,,,,,,
TRUE,[BLASTED],Pver_g8786.t2,RMX53349.1,432,1,1.30E-123,88.93,,,,,,,,
TRUE,[BLASTED],Pver_g8787.t1,PFX19984.1,739,1,0,73.71,,,,,,,,
TRUE,[BLASTED],Pver_g8788.t1,RMX53346.1,328,1,8.80E-176,96.94,,,,,,,,
TRUE,[BLASTED],Pver_g8789.t1,XP_027060429.1,507,1,1.00E-223,92.89,,,,,,,,
TRUE,[BLASTED],Pver_g8790.t2,XP_022777494.1,322,1,6.20E-57,55.6,,,,,,,,
TRUE,[BLASTED],Pver_g8791.t1,XP_027060425.1,641,1,0,98.13,,,,,,,,
TRUE,[BLASTED],Pver_g8792.t1,XP_027060436.1,352,1,7.90E-199,99.15,,,,,,,,
TRUE,[BLASTED],Pver_g8793.t1,XP_027060435.1,1009,1,0,99.11,,,,,,,,
TRUE,[BLASTED],Pver_g8794.t1,XP_027060437.1,302,1,1.80E-146,99.34,,,,,,,,
TRUE,[BLASTED],Pver_g8795.t1,XP_027060433.1,1324,1,0,99.36,,,,,,,,
TRUE,[BLASTED],Pver_g8796.t1,XP_027060431.1,3342,1,0,98.32,,,,,,,,
TRUE,[BLASTED],Pver_g8797.t1.1.5de5ca3d,RMX53365.1,612,1,3.50E-287,98.04,,,,,,,,
TRUE,[BLASTED],Pver_g8798.t1,XP_027060421.1,551,1,5.30E-282,98.73,,,,,,,,
TRUE,[BLASTED],Pver_g8799.t1,XP_027060424.1,333,1,2.10E-185,99.1,,,,,,,,
TRUE,[BLASTED],Pver_g8800.t1,XP_027060423.1,295,1,1.20E-147,79.94,,,,,,,,
TRUE,[BLASTED],Pver_g8801.t1,XP_027060423.1,393,1,1.20E-206,87.24,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g8802.t1,RMX43375.1,349,1,6.50E-185,90.96,1,F:GO:0005524,F:ATP binding,,,,,
TRUE,[BLASTED],Pver_g8803.t1,XP_027047195.1,641,1,2.00E-280,62.99,,,,,,,,
TRUE,[BLASTED],Pver_g8804.t2,XP_022796249.1,1005,1,0,63.57,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g8805.t1,RMX45133.1,701,1,1.40E-258,86.09,3,P:GO:0006468; F:GO:0004672; F:GO:0005524,P:protein phosphorylation; F:protein kinase activity; F:ATP binding,EC:2.7.1,Transferring phosphorus-containing groups,,,
TRUE,"[BLASTED, MAPPED]",Pver_g8806.t1,PFX29079.1,772,1,0,72.84,2,P:GO:0042981; F:GO:0043531,P:regulation of apoptotic process; F:ADP binding,,,,,
TRUE,[BLASTED],Pver_g8807.t1,XP_027060154.1,782,1,0,99.1,,,,,,,,
TRUE,[BLASTED],Pver_g8808.t1,RMX53532.1,917,1,0,98.47,,,,,,,,
TRUE,[BLASTED],Pver_g8809.t1,RMX54646.1,1523,1,0,75.07,,,,,,,,
TRUE,[BLASTED],Pver_g8810.t1,XP_027060116.1,3737,1,0,74.02,,,,,,,,
TRUE,[BLASTED],Pver_g8811.t1,XP_027060187.1,392,1,1.90E-230,98.72,,,,,,,,
TRUE,[BLASTED],Pver_g8812.t2,XP_027060177.1,554,1,1.20E-297,97.81,,,,,,,,
TRUE,[BLASTED],Pver_g8813.t1,XP_027060115.1,347,1,1.30E-81,89.23,,,,,,,,
TRUE,[BLASTED],Pver_g8814.t1,XP_027035571.1,515,1,1.10E-135,66.25,,,,,,,,
TRUE,[BLASTED],Pver_g8815.t1,XP_027035569.1,193,1,7.60E-95,99.48,,,,,,,,
TRUE,[BLASTED],Pver_g8816.t1,XP_027035573.1,591,1,0,99.66,,,,,,,,
TRUE,[BLASTED],Pver_g8817.t1,XP_022807316.1,578,1,6.20E-193,82.16,,,,,,,,
TRUE,[BLASTED],Pver_g8818.t1,XP_022807316.1,518,1,2.50E-241,82.79,,,,,,,,
TRUE,[BLASTED],Pver_g8819.t2,XP_022807316.1,425,1,6.60E-192,82.74,,,,,,,,
TRUE,[BLASTED],Pver_g8820.t1,XP_027035561.1,1285,1,0,76.45,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g8821.t2,PFX13577.1,381,1,3.40E-54,41.64,2,P:GO:0006278; F:GO:0003964,P:RNA-dependent DNA biosynthetic process; F:RNA-directed DNA polymerase activity,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g8822.t1,RMX57304.1,1105,1,0,73.31,1,F:GO:0008270,F:zinc ion binding,,,,,
TRUE,[BLASTED],Pver_g8823.t1,XP_022802731.1,618,1,3.80E-180,54.21,,,,,,,,
TRUE,[BLASTED],Pver_g8824.t1,XP_027050452.1,349,1,4.40E-133,94.44,,,,,,,,
TRUE,[BLASTED],Pver_g8825.t1,XP_022808444.1,476,1,1.70E-87,70.21,,,,,,,,
TRUE,[BLASTED],Pver_g8826.t1,XP_027058891.1,662,1,1.90E-185,98.74,,,,,,,,
TRUE,[BLASTED],Pver_g8827.t1,RMX56426.1,98,1,6.70E-31,62.2,,,,,,,,
TRUE,[BLASTED],Pver_g8828.t1,XP_027058934.1,441,1,1.20E-180,75.84,,,,,,,,
TRUE,[BLASTED],Pver_g8830.t2,XP_020616714.1,594,1,2.20E-148,72.58,,,,,,,,
TRUE,[BLASTED],Pver_g8831.t1,XP_027039768.1,360,1,1.40E-118,78.03,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g8832.t1,RMX49310.1,1431,1,3.20E-254,86.26,1,F:GO:0005201,F:extracellular matrix structural constituent,,,,,
TRUE,[BLASTED],Pver_g8833.t2,XP_027039758.1,708,1,1.40E-258,98.77,,,,,,,,
TRUE,[BLASTED],Pver_g8834.t1,XP_027039742.1,1120,1,0,99.02,,,,,,,,
TRUE,[BLASTED],Pver_g8835.t1,XP_027039753.1,502,1,7.10E-286,99.6,,,,,,,,
TRUE,[BLASTED],Pver_g8836.t1,XP_027039730.1,310,1,1.50E-164,99.34,,,,,,,,
TRUE,[BLASTED],Pver_g8837.t1,XP_027039731.1,251,1,3.00E-75,100,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g8838.t1,PFX15298.1,1359,1,0,76.22,2,P:GO:0006470; F:GO:0004721,P:protein dephosphorylation; F:phosphoprotein phosphatase activity,EC:3.1.3,Acting on ester bonds,,,
TRUE,[BLASTED],Pver_g8839.t1,XP_027039766.1,615,1,0,91.64,,,,,,,,
TRUE,[BLASTED],Pver_g8840.t1,XP_027039762.1,337,1,3.70E-161,97.27,,,,,,,,
TRUE,[BLASTED],Pver_g8841.t1,XP_027039754.1,301,1,2.90E-165,98.67,,,,,,,,
TRUE,[BLASTED],Pver_g8842.t1,XP_027039754.1,159,1,9.10E-70,97.16,,,,,,,,
TRUE,[BLASTED],Pver_g8843.t1,XP_027039752.1,403,1,1.30E-229,99.75,,,,,,,,
TRUE,[BLASTED],Pver_g8844.t1,XP_027039749.1,301,1,8.10E-176,99.33,,,,,,,,
TRUE,[BLASTED],Pver_g8845.t1,XP_027039750.1,385,1,3.70E-210,96.61,,,,,,,,
TRUE,[BLASTED],Pver_g8846.t2,XP_022805748.1,728,1,3.90E-301,83.36,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g8847.t2,RMX46477.1,555,1,2.70E-100,84.68,1,F:GO:0008270,F:zinc ion binding,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g8848.t1,PFX15097.1,297,1,8.40E-85,92.49,2,F:GO:0003677; F:GO:0046872,F:DNA binding; F:metal ion binding,,,,,
TRUE,[BLASTED],Pver_g8849.t1,XP_029197250.1,454,1,2.90E-108,87.22,,,,,,,,
TRUE,[BLASTED],Pver_g8850.t1,XP_027050246.1,1282,1,0,79.43,,,,,,,,
TRUE,[BLASTED],Pver_g8851.t1,XP_022785699.1,598,1,2.50E-301,86.6,,,,,,,,
TRUE,[BLASTED],Pver_g8852.t1,XP_027053738.1,178,1,2.80E-67,71.74,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g8853.t1,PFX23210.1,925,1,1.20E-161,45.22,1,F:GO:0005509,F:calcium ion binding,,,,,
TRUE,[BLASTED],Pver_g8854.t1,XP_027053701.1,505,1,3.20E-278,97.22,,,,,,,,
TRUE,[BLASTED],Pver_g8855.t1,XP_027053702.1,267,1,5.90E-138,100,,,,,,,,
TRUE,[BLASTED],Pver_g8856.t1,XP_027053696.1,207,1,1.00E-108,99.51,,,,,,,,
TRUE,[BLASTED],Pver_g8857.t1,XP_027053694.1,1750,1,0,99.2,,,,,,,,
TRUE,[BLASTED],Pver_g8858.t1,XP_027053697.1,165,1,1.40E-76,100,,,,,,,,
TRUE,[BLASTED],Pver_g8859.t1,XP_027053719.1,168,1,3.10E-92,98.8,,,,,,,,
TRUE,[BLASTED],Pver_g8860.t1,XP_015767475.1,760,1,1.60E-108,56.4,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g8861.t1,RMX59158.1,832,1,5.10E-196,55.61,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,,,
TRUE,[BLASTED],Pver_g8862.t1,XP_027052575.1,569,1,9.80E-183,63.72,,,,,,,,
TRUE,[BLASTED],Pver_g8863.t1,XP_027052575.1,292,1,3.60E-96,81.33,,,,,,,,
TRUE,[BLASTED],Pver_g8864.t1,XP_027052575.1,504,1,4.50E-78,72.82,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g8865.t1,XP_031572637.1,1664,1,0,61.16,2,P:GO:0015074; F:GO:0003676,P:DNA integration; F:nucleic acid binding,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g8866.t1,PFX19872.1,306,1,2.00E-73,87.42,1,F:GO:0008270,F:zinc ion binding,,,,,
TRUE,[BLASTED],Pver_g8867.t1,RMX52306.1,337,1,2.30E-86,74.06,,,,,,,,
TRUE,[BLASTED],Pver_g8868.t2,XP_027039598.1,2687,1,0,50.44,,,,,,,,
TRUE,[BLASTED],Pver_g8869.t1,XP_027047500.1,219,1,3.70E-114,98.62,,,,,,,,
TRUE,[BLASTED],Pver_g8870.t1,XP_027047550.1,191,1,3.30E-98,98.95,,,,,,,,
TRUE,[BLASTED],Pver_g8871.t2,PFX16719.1,512,1,3.00E-199,82.39,,,,,,,,
TRUE,[BLASTED],Pver_g8872.t1,XP_027047536.1,477,1,3.20E-243,98.53,,,,,,,,
TRUE,[BLASTED],Pver_g8873.t1,XP_027047540.1,334,1,6.40E-190,99.7,,,,,,,,
TRUE,[BLASTED],Pver_g8874.t2,XP_027047499.1,728,1,0,82.6,,,,,,,,
TRUE,[BLASTED],Pver_g8875.t2,XP_022804580.1,608,1,0,93.73,,,,,,,,
TRUE,[BLASTED],Pver_g8876.t2,XP_027047498.1,232,1,3.00E-85,86.98,,,,,,,,
TRUE,[BLASTED],Pver_g8877.t3,XP_027047497.1,2929,1,0,94.28,,,,,,,,
TRUE,[BLASTED],Pver_g8878.t1,XP_027047518.1,356,1,2.90E-201,99.72,,,,,,,,
TRUE,[BLASTED],Pver_g8879.t1,XP_027047517.1,658,1,0,98.24,,,,,,,,
TRUE,[BLASTED],Pver_g8880.t1,XP_027047524.1,404,1,8.20E-216,96.28,,,,,,,,
TRUE,[BLASTED],Pver_g8881.t1,XP_027047525.1,382,1,1.40E-95,93.26,,,,,,,,
TRUE,[BLASTED],Pver_g8882.t1,PFX12616.1,346,1,3.60E-71,73.63,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g8883.t1,PFX27293.1,1603,1,0,68.16,2,P:GO:0016310; F:GO:0004672,P:phosphorylation; F:protein kinase activity,EC:2.7.1,Transferring phosphorus-containing groups,,,
TRUE,[BLASTED],Pver_g8884.t1,XP_022787729.1,817,1,0,80.59,,,,,,,,
TRUE,[BLASTED],Pver_g8885.t1,XP_027047511.1,215,1,4.70E-53,80.49,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g8886.t1,PFX24951.1,715,1,7.50E-79,59.93,2,P:GO:0006278; F:GO:0003964,P:RNA-dependent DNA biosynthetic process; F:RNA-directed DNA polymerase activity,,,,,
TRUE,[BLASTED],Pver_g8887.t1,XP_027057577.1,925,1,0,99.06,,,,,,,,
TRUE,[BLASTED],Pver_g8888.t1,XP_027057579.1,952,1,0,99.37,,,,,,,,
TRUE,[BLASTED],Pver_g8889.t1,XP_022787588.1,379,1,5.00E-114,84.85,,,,,,,,
TRUE,[BLASTED],Pver_g8890.t2,XP_027057605.1,390,1,9.10E-188,97.69,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g8891.t1,PFX27382.1,797,1,3.60E-98,35.62,1,F:GO:0005509,F:calcium ion binding,,,,,
TRUE,[BLASTED],Pver_g8892.t1,XP_027057576.1,275,1,1.50E-131,98.18,,,,,,,,
TRUE,[BLASTED],Pver_g8893.t1,XP_027057596.1,535,1,2.10E-307,100,,,,,,,,
TRUE,[BLASTED],Pver_g8894.t1,XP_027057593.1,586,1,8.30E-294,99.61,,,,,,,,
TRUE,[BLASTED],Pver_g8895.t2,XP_029182296.1,929,1,3.30E-151,60.88,,,,,,,,
TRUE,[BLASTED],Pver_g8896.t1,XP_027048954.1,478,1,1.30E-284,98.32,,,,,,,,
TRUE,[BLASTED],Pver_g8898.t1,XP_027048927.1,153,1,1.40E-80,100,,,,,,,,
TRUE,[BLASTED],Pver_g8899.t2,XP_027048926.1,462,1,2.10E-263,96.96,,,,,,,,
TRUE,[BLASTED],Pver_g8900.t1,RMX41812.1,593,1,2.40E-22,98.41,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g8901.t1,RMX41835.1,115,1,6.20E-36,93.02,3,P:GO:0006397; P:GO:0008380; C:GO:0005634,P:mRNA processing; P:RNA splicing; C:nucleus,,,,,
TRUE,[BLASTED],Pver_g8902.t1,XP_027048918.1,961,1,0,96.82,,,,,,,,
TRUE,[BLASTED],Pver_g8903.t1,XP_027048921.1,78,1,8.80E-34,100,,,,,,,,
TRUE,[BLASTED],Pver_g8904.t1,XP_027048919.1,516,1,1.20E-301,99.61,,,,,,,,
TRUE,[BLASTED],Pver_g8905.t1,XP_027048915.1,1613,1,0,98.43,,,,,,,,
TRUE,[BLASTED],Pver_g8906.t1,XP_027048935.1,501,1,3.20E-294,99,,,,,,,,
TRUE,[BLASTED],Pver_g8907.t1,XP_027048934.1,754,1,0,99.2,,,,,,,,
TRUE,[BLASTED],Pver_g8908.t1,XP_027048933.1,361,1,1.10E-182,95.2,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g8909.t2,PFX24357.1,542,1,1.50E-156,95.8,1,F:GO:0046983,F:protein dimerization activity,,,,,
TRUE,[BLASTED],Pver_g8910.t1,XP_027048913.1,302,1,5.20E-175,99,,,,,,,,
TRUE,[BLASTED],Pver_g8911.t1.1.5de5ca41,XP_027048930.1,517,1,4.60E-256,98.07,,,,,,,,
TRUE,[BLASTED],Pver_g8912.t2,PFX24359.1,363,1,2.30E-140,76.03,,,,,,,,
TRUE,[BLASTED],Pver_g8913.t1,XP_027048923.1,617,1,0,97.08,,,,,,,,
TRUE,[BLASTED],Pver_g8914.t1,RMX41825.1,156,1,6.20E-79,98.71,,,,,,,,
TRUE,[BLASTED],Pver_g8915.t1,XP_027048942.1,840,1,0,97.37,,,,,,,,
TRUE,[BLASTED],Pver_g8916.t1,XP_022780566.1,331,1,2.50E-170,86.4,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g8917.t1,RMX42641.1,183,1,4.20E-10,68.52,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,,,
TRUE,[BLASTED],Pver_g8918.t1,XP_027057583.1,301,1,3.50E-171,99,,,,,,,,
