	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8019.t1	A0A2B4RD39_STYPIPlatelet glycoprotein V OS=Stylophora pistillata OX=50429 GN=GP5 PE=4 SV=1	402	5	0.0	91.37	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8020.t1	A0A2B4RD39_STYPIPlatelet glycoprotein V OS=Stylophora pistillata OX=50429 GN=GP5 PE=4 SV=1	491	5	5.3342E-173	88.17	1	C:GO:0016021	C:integral component of membrane					
true	[NO-BLAST]	Pver_g8021.t1	---NA---	90											
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8022.t1	A0A2B4RBI1_STYPIApple domain-containing protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene21703 PE=4 SV=1	401	5	1.84783E-100	88.79	1	F:GO:0005509	F:calcium ion binding					
true	[BLASTED]	Pver_g8023.t1	A0A2B4SET1_STYPIUncharacterized protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene8274 PE=4 SV=1	88	1	1.12023E-15	72.84								
true	[BLASTED]	Pver_g8024.t1	A0A3M6ULU4_POCDAUncharacterized protein (Fragment) OS=Pocillopora damicornis OX=46731 GN=pdam_00015325 PE=4 SV=1	142	2	2.26638E-78	94.02								
true	[NO-BLAST]	Pver_g8026.t1	---NA---	79											
true	[BLASTED]	Pver_g8027.t1	A0A3M6UL62_POCDAUncharacterized protein OS=Pocillopora damicornis OX=46731 GN=pdam_00015324 PE=4 SV=1	133	2	9.15095E-92	93.09								
true	[NO-BLAST]	Pver_g8028.t1	---NA---	75											
true	[NO-BLAST]	Pver_g8029.t1	---NA---	94											
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8033.t1	A0A3M6V5K7_POCDABeta_helix domain-containing protein OS=Pocillopora damicornis OX=46731 GN=pdam_00005653 PE=4 SV=1	1689	5	0.0	88.78	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8034.t1	A0A3M6V5K7_POCDABeta_helix domain-containing protein OS=Pocillopora damicornis OX=46731 GN=pdam_00005653 PE=4 SV=1	1348	5	0.0	91.52	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED]	Pver_g8038.t1	A0A2B4SNZ5_STYPIF-box domain-containing protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene4554 PE=4 SV=1	317	5	2.04211E-160	79.82								
true	[BLASTED]	Pver_g8044.t1	A0A3M6V5I4_POCDAUncharacterized protein OS=Pocillopora damicornis OX=46731 GN=pdam_00005637 PE=4 SV=1	456	5	0.0	77.02								
true	[BLASTED]	Pver_g8054.t1	A7RI76_NEMVEPredicted protein OS=Nematostella vectensis OX=45351 GN=v1g197490 PE=4 SV=1	565	5	0.0	66.49								
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8057.t1	A7RLM0_NEMVEPredicted protein OS=Nematostella vectensis OX=45351 GN=v1g85900 PE=4 SV=1	328	5	0.0	86.48	2	F:GO:0008270; C:GO:0005737	F:zinc ion binding; C:cytoplasm					
true	[BLASTED]	Pver_g8063.t1	A0A3M6TXV3_POCDAUncharacterized protein OS=Pocillopora damicornis OX=46731 GN=pdam_00020850 PE=4 SV=1	330	5	5.30811E-128	66.75								
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8078.t1	A7RHI0_NEMVEPredicted protein OS=Nematostella vectensis OX=45351 GN=v1g238307 PE=4 SV=1	251	5	1.5399E-139	64.95	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8084.t1	A0A3M6T5K4_POCDAReticulon-like protein OS=Pocillopora damicornis OX=46731 GN=pdam_00015821 PE=4 SV=1	109	3	4.01667E-62	87.43	2	C:GO:0005789; C:GO:0016021	C:endoplasmic reticulum membrane; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8089.t1	A0A3M6TIR0_POCDAUncharacterized protein OS=Pocillopora damicornis OX=46731 GN=pdam_00003271 PE=4 SV=1	255	5	5.0709E-112	86.09	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED, MAPPED]	Pver_g8090.t1	A0A3M6TIN4_POCDAUncharacterized protein (Fragment) OS=Pocillopora damicornis OX=46731 GN=pdam_00003277 PE=4 SV=1	243	5	4.55221E-154	70.47	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED, MAPPED]	Pver_g8094.t1	A0A2B4R3I3_STYPIDNA-directed DNA polymerase OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene23899 PE=4 SV=1	723	5	4.32642E-75	55.98	6	P:GO:0006260; P:GO:0071897; F:GO:0000166; F:GO:0003676; F:GO:0003677; F:GO:0003887	P:DNA replication; P:DNA biosynthetic process; F:nucleotide binding; F:nucleic acid binding; F:DNA binding; F:DNA-directed DNA polymerase activity					
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8095.t1	A0A2B4SK96_STYPIYqaJ domain-containing protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene4918 PE=4 SV=1	566	5	2.38225E-164	88.03	1	F:GO:0046872	F:metal ion binding					
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8098.t1	A0A2B4S4V9_STYPIDimer_Tnp_hAT domain-containing protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene11944 PE=4 SV=1	415	5	1.52315E-123	80.66	1	F:GO:0046983	F:protein dimerization activity					
true	[NO-BLAST]	Pver_g8125.t1	---NA---	107											
true	[BLASTED]	Pver_g8126.t1	A0A3M6UGL6_POCDAUbiquitin-like domain-containing protein OS=Pocillopora damicornis OX=46731 GN=pdam_00004257 PE=4 SV=1	681	5	0.0	76.66								
true	[BLASTED]	Pver_g8127.t1	A0A3M6UGF6_POCDAUbiquitin-like domain-containing protein OS=Pocillopora damicornis OX=46731 GN=pdam_00004258 PE=4 SV=1	522	5	0.0	77.11								
true	[BLASTED]	Pver_g8128.t1	A0A3M6UGE7_POCDAUbiquitin-like domain-containing protein OS=Pocillopora damicornis OX=46731 GN=pdam_00004260 PE=4 SV=1	601	5	0.0	69.11								
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8133.t1	A0A2B4RS91_STYPIFibrinogen C-terminal domain-containing protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene15918 PE=4 SV=1	369	5	0.0	75.07	1	F:GO:0005201	F:extracellular matrix structural constituent					
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8135.t1	A0A2B4RS91_STYPIFibrinogen C-terminal domain-containing protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene15918 PE=4 SV=1	347	5	7.29031E-131	74.4	1	F:GO:0005201	F:extracellular matrix structural constituent					
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8137.t1	A7SMR4_NEMVEPredicted protein OS=Nematostella vectensis OX=45351 GN=v1g124011 PE=4 SV=1	248	5	6.69471E-180	79.91	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8139.t1	A0A3M6TJ93_POCDAUncharacterized protein OS=Pocillopora damicornis OX=46731 GN=pdam_00018340 PE=4 SV=1	222	4	1.66809E-137	73.72	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8143.t1	A0A2B4SUJ7_STYPIRibosomal RNA processing protein 1-like B OS=Stylophora pistillata OX=50429 GN=Rrp1b PE=3 SV=1	345	5	0.0	68.26	2	P:GO:0006364; C:GO:0030688	P:rRNA processing; C:preribosome, small subunit precursor					
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8163.t1	A0A2B4SP67_STYPICalcium-responsive transcription factor OS=Stylophora pistillata OX=50429 GN=Carf PE=4 SV=1	306	5	3.45355E-54	77.27	5	P:GO:0061400; F:GO:0003700; F:GO:0019706; F:GO:0046872; C:GO:0016021	P:positive regulation of transcription from RNA polymerase II promoter in response to calcium ion; F:DNA-binding transcription factor activity; F:protein-cysteine S-palmitoyltransferase activity; F:metal ion binding; C:integral component of membrane	EC:2.3.1.225	Protein S-acyltransferase			
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8170.t1	A0A2B4RDG5_STYPISushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Stylophora pistillata OX=50429 GN=SVEP1 PE=4 SV=1	302	5	1.41133E-120	67.26	1	F:GO:0046872	F:metal ion binding					
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8173.t1	A0A3M6UKM3_POCDABeta_helix domain-containing protein OS=Pocillopora damicornis OX=46731 GN=pdam_00013161 PE=4 SV=1	1224	5	0.0	76.6	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED]	Pver_g8184.t1	A0A2B4SJZ2_STYPIUncharacterized protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene5047 PE=4 SV=1	601	1	0.0	82.78								
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8196.t1	A0A3M6UUY9_POCDALigB domain-containing protein OS=Pocillopora damicornis OX=46731 GN=pdam_00016010 PE=4 SV=1	327	5	0.0	74.26	3	P:GO:0006725; F:GO:0008198; F:GO:0016491	P:cellular aromatic compound metabolic process; F:ferrous iron binding; F:oxidoreductase activity	EC:1	Oxidoreductases			
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8199.t1	A0A2B4RM80_STYPIAlpha-1B adrenergic receptor OS=Stylophora pistillata OX=50429 GN=ADRA1B PE=3 SV=1	362	5	0.0	70.57	3	P:GO:0007186; F:GO:0004930; C:GO:0016021	P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8202.t1	A7SZW8_NEMVEPredicted protein OS=Nematostella vectensis OX=45351 GN=v1g220156 PE=3 SV=1	508	5	4.21076E-79	68.76	2	P:GO:0009299; C:GO:0005634	P:mRNA transcription; C:nucleus					
true	[NO-BLAST]	Pver_g8204.t1	---NA---	74											
true	[BLASTED, MAPPED]	Pver_g8210.t1	A0A7D9M1A6_PARCTG2 M phase-specific E3 ubiquitin- ligase-like OS=Paramuricea clavata OX=317549 GN=PACLA_6A021442 PE=4 SV=1	225	5	3.45465E-22	51.37	3	P:GO:0016567; F:GO:0004842; F:GO:0016874	P:protein ubiquitination; F:ubiquitin-protein transferase activity; F:ligase activity					
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8211.t1	A0A2B4R5Q0_STYPIUncharacterized transposon-derived protein F54H12.3 OS=Stylophora pistillata OX=50429 GN=F54H12.3 PE=4 SV=1	222	5	6.36376E-67	83.92	2	P:GO:0015074; F:GO:0003676	P:DNA integration; F:nucleic acid binding					
true	[NO-BLAST]	Pver_g8220.t1	---NA---	144											
true	[NO-BLAST]	Pver_g8221.t1	---NA---	67											
true	[BLASTED]	Pver_g8224.t1	A0A3M6UZY9_POCDAUncharacterized protein OS=Pocillopora damicornis OX=46731 GN=pdam_00022953 PE=4 SV=1	1373	5	4.90643E-153	62.77								
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8225.t1	A0A2B4RCG1_STYPIUncharacterized protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene21802 PE=4 SV=1	2221	5	0.0	77.96	1	C:GO:0016021	C:integral component of membrane					
true	[NO-BLAST]	Pver_g8234.t1	---NA---	289											
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8235.t1	A0A2B4R7H4_STYPIC2H2-type domain-containing protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene23758 PE=4 SV=1	452	5	3.45846E-99	79.21	2	F:GO:0016491; F:GO:0046872	F:oxidoreductase activity; F:metal ion binding	EC:1	Oxidoreductases			
true	[BLASTED]	Pver_g8250.t1	A0A3M6UQ92_POCDAUncharacterized protein OS=Pocillopora damicornis OX=46731 GN=pdam_00009557 PE=4 SV=1	143	3	1.04515E-84	82.42								
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8257.t1	A7SLR8_NEMVEPredicted protein OS=Nematostella vectensis OX=45351 GN=v1g246079 PE=4 SV=1	358	5	0.0	71.22	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED]	Pver_g8258.t1	A0A6P4YV12_BRABEregulatory factor X-associated protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109472770 PE=4 SV=1	492	5	0.0	82.42								
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8264.t1	A0A3M6U315_POCDAUncharacterized protein OS=Pocillopora damicornis OX=46731 GN=pdam_00002595 PE=4 SV=1	342	5	0.0	76.85	1	C:GO:0016020	C:membrane					
true	[BLASTED, MAPPED]	Pver_g8267.t1	R7VKJ4_CAPTEDeath domain-containing protein OS=Capitella teleta OX=283909 GN=CAPTEDRAFT_225193 PE=4 SV=1	311	5	6.26592E-133	69.2	1	P:GO:0007165	P:signal transduction					
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8274.t1	A0A2B4R6Z6_STYPINACHT, LRR and PYD domains-containing protein 12 OS=Stylophora pistillata OX=50429 GN=Nlrp12 PE=4 SV=1	565	5	1.70688E-170	81.11	3	P:GO:0009116; F:GO:0003824; C:GO:0016021	P:nucleoside metabolic process; F:catalytic activity; C:integral component of membrane					
true	[BLASTED, MAPPED]	Pver_g8277.t1	A0A3M6UFP7_POCDAUncharacterized protein OS=Pocillopora damicornis OX=46731 GN=pdam_00019909 PE=4 SV=1	682	5	1.44507E-178	73.79	1	P:GO:0009263	P:deoxyribonucleotide biosynthetic process					
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8278.t1	A0A2B4RSQ0_STYPIRNA-directed DNA polymerase from mobile element jockey OS=Stylophora pistillata OX=50429 GN=pol PE=4 SV=1	745	5	0.0	75.23	4	P:GO:0006278; F:GO:0003964; F:GO:0008168; F:GO:0016706	P:RNA-dependent DNA biosynthetic process; F:RNA-directed DNA polymerase activity; F:methyltransferase activity; F:2-oxoglutarate-dependent dioxygenase activity	EC:1.14.11; EC:2.7.7.49; EC:2.1.1	Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2); RNA-directed DNA polymerase; Transferring one-carbon groups			
true	[BLASTED]	Pver_g8280.t1	A0A3M6U4S3_POCDAUncharacterized protein OS=Pocillopora damicornis OX=46731 GN=pdam_00014308 PE=4 SV=1	231	1	1.05199E-165	98.7								
true	[NO-BLAST]	Pver_g8281.t1	---NA---	83											
true	[BLASTED]	Pver_g8282.t1	A0A3M6U4Z3_POCDAUncharacterized protein OS=Pocillopora damicornis OX=46731 GN=pdam_00014311 PE=4 SV=1	575	2	0.0	89.38								
true	[BLASTED]	Pver_g8283.t1	A0A3M6U558_POCDAUncharacterized protein OS=Pocillopora damicornis OX=46731 GN=pdam_00014312 PE=4 SV=1	544	2	0.0	92.46								
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8284.t1	A0A7D9JP59_PARCTRNA-directed DNA polymerase from mobile element jockey OS=Paramuricea clavata OX=317549 GN=PACLA_6A046821 PE=4 SV=1	522	5	0.0	78.58	3	F:GO:0016491; F:GO:0016740; C:GO:0016020	F:oxidoreductase activity; F:transferase activity; C:membrane	EC:1; EC:2	Oxidoreductases; Transferases			
true	[BLASTED]	Pver_g8285.t1	A0A3M6U513_POCDAUncharacterized protein OS=Pocillopora damicornis OX=46731 GN=pdam_00014314 PE=4 SV=1	515	2	0.0	87.61								
true	[BLASTED]	Pver_g8286.t1	A0A3M6U4R5_POCDAUncharacterized protein OS=Pocillopora damicornis OX=46731 GN=pdam_00014315 PE=4 SV=1	586	2	0.0	88.36								
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8287.t1	A0A2B4R5Q0_STYPIUncharacterized transposon-derived protein F54H12.3 OS=Stylophora pistillata OX=50429 GN=F54H12.3 PE=4 SV=1	368	5	1.6661E-37	77.17	2	P:GO:0015074; F:GO:0003676	P:DNA integration; F:nucleic acid binding					
true	[BLASTED]	Pver_g8301.t1	A0A2B4SNW2_STYPIUncharacterized protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene4109 PE=4 SV=1	116	5	2.42332E-74	73.0								
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8307.t1	A0A2B4RUG5_STYPISulfatase-modifying factor 1 OS=Stylophora pistillata OX=50429 GN=SUMF1 PE=3 SV=1	456	5	0.0	82.3	8	P:GO:0000724; P:GO:0006260; P:GO:0006289; F:GO:0003697; F:GO:0008270; C:GO:0000781; C:GO:0005662; C:GO:0035861	P:double-strand break repair via homologous recombination; P:DNA replication; P:nucleotide-excision repair; F:single-stranded DNA binding; F:zinc ion binding; C:chromosome, telomeric region; C:DNA replication factor A complex; C:site of double-strand break					
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8308.t1	A0A2B4S6G9_STYPIMACPF domain-containing protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene11292 PE=4 SV=1	397	5	0.0	80.72	3	F:GO:0003676; F:GO:0016787; F:GO:0046872	F:nucleic acid binding; F:hydrolase activity; F:metal ion binding	EC:3	Hydrolases			
true	[BLASTED]	Pver_g8312.t1	A0A3M6UA62_POCDAUncharacterized protein OS=Pocillopora damicornis OX=46731 GN=pdam_00025857 PE=4 SV=1	304	5	3.7057E-103	62.66								
true	[BLASTED]	Pver_g8315.t1	A0A3M6V0C8_POCDAUncharacterized protein OS=Pocillopora damicornis OX=46731 GN=pdam_00018166 PE=4 SV=1	219	5	2.2812E-143	80.3								
true	[BLASTED]	Pver_g8317.t1	A0A3M6UZE5_POCDAUncharacterized protein OS=Pocillopora damicornis OX=46731 GN=pdam_00018164 PE=4 SV=1	196	2	2.28304E-122	93.64								
true	[BLASTED]	Pver_g8322.t1	A0A3M6UZQ1_POCDAF-box domain-containing protein OS=Pocillopora damicornis OX=46731 GN=pdam_00018158 PE=4 SV=1	624	5	0.0	83.13								
true	[BLASTED]	Pver_g8323.t1	A0A3M6V0D9_POCDAUncharacterized protein (Fragment) OS=Pocillopora damicornis OX=46731 GN=pdam_00018156 PE=4 SV=1	156	1	3.53036E-106	99.34								
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8327.t1	A0A3M6TW88_POCDAIg-like domain-containing protein OS=Pocillopora damicornis OX=46731 GN=pdam_00012959 PE=4 SV=1	341	5	0.0	78.24	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8339.t1	A0A3M6U1L5_POCDATHAP-type domain-containing protein (Fragment) OS=Pocillopora damicornis OX=46731 GN=pdam_00025753 PE=3 SV=1	782	5	3.09665E-147	76.95	4	P:GO:0007049; F:GO:0043565; F:GO:0046872; C:GO:0005654	P:cell cycle; F:sequence-specific DNA binding; F:metal ion binding; C:nucleoplasm					
true	[NO-BLAST]	Pver_g8340.t1	---NA---	84											
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8352.t2	A0A2B4RIC9_STYPIIntegrase catalytic domain-containing protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene19739 PE=4 SV=1	429	5	2.02635E-78	77.58	2	P:GO:0015074; F:GO:0003676	P:DNA integration; F:nucleic acid binding					
true	[BLASTED, MAPPED]	Pver_g8353.t2	A0A2B4SUM8_STYPINuclear export mediator factor NEMF OS=Stylophora pistillata OX=50429 GN=NEMF PE=3 SV=1	261	4	3.85862E-64	58.61	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED, MAPPED]	Pver_g8354.t1	A0A7D9LW23_PARCTReverse transcriptase domain-containing protein (Fragment) OS=Paramuricea clavata OX=317549 GN=PACLA_6A000689 PE=4 SV=1	375	5	1.6105E-150	62.47	2	F:GO:0003676; F:GO:0003824	F:nucleic acid binding; F:catalytic activity					
true	[BLASTED, MAPPED]	Pver_g8367.t1	A0A2B4RLU3_STYPITBC1 domain family member 2B OS=Stylophora pistillata OX=50429 GN=Tbc1d2b PE=4 SV=1	906	3	2.02952E-54	68.39	4	P:GO:0050790; F:GO:0003676; F:GO:0005096; F:GO:0008270	P:regulation of catalytic activity; F:nucleic acid binding; F:GTPase activator activity; F:zinc ion binding					
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8371.t1	A0A2B4SXD7_STYPIUncharacterized protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene1072 PE=4 SV=1	697	5	0.0	76.23	2	F:GO:0003824; C:GO:0016021	F:catalytic activity; C:integral component of membrane					
true	[BLASTED]	Pver_g8372.t1	A0A7D9L9Y9_PARCTRetrovirus-related Pol poly (Fragment) OS=Paramuricea clavata OX=317549 GN=PACLA_6A081133 PE=4 SV=1	474	5	2.45096E-75	63.19								
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8373.t1	A0A2B4SXD7_STYPIUncharacterized protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene1072 PE=4 SV=1	714	5	0.0	76.45	2	F:GO:0003824; C:GO:0016021	F:catalytic activity; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8381.t1	A0A3M6T909_POCDAUncharacterized protein OS=Pocillopora damicornis OX=46731 GN=pdam_00020026 PE=4 SV=1	358	5	0.0	75.32	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED]	Pver_g8382.t1	A7SM58_NEMVEPredicted protein OS=Nematostella vectensis OX=45351 GN=v1g246147 PE=4 SV=1	245	3	1.48255E-106	78.36								
true	[BLASTED]	Pver_g8402.t1	A0A2B4SBK0_STYPIUncharacterized protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene25874 PE=4 SV=1	125	5	6.48487E-20	63.87								
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8406.t1	A0A2B4S4Y5_STYPIRNA-directed DNA polymerase from mobile element jockey OS=Stylophora pistillata OX=50429 GN=pol PE=4 SV=1	281	5	1.45364E-125	72.46	2	P:GO:0006278; F:GO:0003964	P:RNA-dependent DNA biosynthetic process; F:RNA-directed DNA polymerase activity	EC:2.7.7.49	RNA-directed DNA polymerase			
true	[BLASTED]	Pver_g8407.t1	A0A3M6TP54_POCDABeta/gamma crystallin 'Greek key' domain-containing protein OS=Pocillopora damicornis OX=46731 GN=pdam_00006855 PE=3 SV=1	116	4	1.99838E-23	65.84								
true	[NO-BLAST]	Pver_g8409.t1	---NA---	83											
true	[BLASTED]	Pver_g8417.t1	A0A3M6TNY2_POCDAThioredoxin-like_fold domain-containing protein OS=Pocillopora damicornis OX=46731 GN=pdam_00006869 PE=4 SV=1	241	5	3.9347E-167	69.36								
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8419.t1	A0A2B4RKX5_STYPIATP-dependent DNA helicase RecQ OS=Stylophora pistillata OX=50429 GN=recQ PE=4 SV=1	143	5	4.43384E-27	66.17	2	F:GO:0097159; F:GO:1901363	F:organic cyclic compound binding; F:heterocyclic compound binding					
true	[BLASTED]	Pver_g8422.t1	A0A2B4RZJ0_STYPIUncharacterized transposon-derived protein F52C9.6 OS=Stylophora pistillata OX=50429 GN=F52C9.6 PE=4 SV=1	532	5	0.0	78.73								
true	[BLASTED, MAPPED]	Pver_g8423.t1	A0A7D9I4F9_PARCTIntegrase catalytic domain-containing protein OS=Paramuricea clavata OX=317549 GN=PACLA_6A066660 PE=4 SV=1	1305	5	5.34546E-87	60.71	2	P:GO:0015074; F:GO:0003676	P:DNA integration; F:nucleic acid binding					
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8424.t1	A0A2B4SW97_STYPISWIM-type domain-containing protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene1519 PE=3 SV=1	584	5	4.45337E-58	71.3	4	P:GO:0006508; P:GO:0061400; F:GO:0003700; F:GO:0008234	P:proteolysis; P:positive regulation of transcription from RNA polymerase II promoter in response to calcium ion; F:DNA-binding transcription factor activity; F:cysteine-type peptidase activity	EC:3.4	Acting on peptide bonds (peptidases)			
true	[BLASTED]	Pver_g8425.t1	A0A3M6V2Y6_POCDAUncharacterized protein OS=Pocillopora damicornis OX=46731 GN=pdam_00023836 PE=4 SV=1	406	5	4.17933E-130	76.53								
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8426.t1	A0A2B4RYD5_STYPIRNA-directed DNA polymerase from mobile element jockey OS=Stylophora pistillata OX=50429 GN=jockey\pol PE=4 SV=1	285	5	6.12812E-106	88.27	4	P:GO:0006278; F:GO:0003964; F:GO:0008168; F:GO:0016706	P:RNA-dependent DNA biosynthetic process; F:RNA-directed DNA polymerase activity; F:methyltransferase activity; F:2-oxoglutarate-dependent dioxygenase activity	EC:1.14.11; EC:2.7.7.49; EC:2.1.1	Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2); RNA-directed DNA polymerase; Transferring one-carbon groups			
true	[BLASTED]	Pver_g8428.t1	A0A2B4RDQ4_STYPIC2H2-type domain-containing protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene21349 PE=4 SV=1	181	5	8.70419E-55	55.35								
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8429.t1	A0A2B4SI97_STYPIUncharacterized protein (Fragment) OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene5669 PE=4 SV=1	417	5	7.99995E-47	74.87	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED, MAPPED]	Pver_g8433.t2	A0A2B4SUM8_STYPINuclear export mediator factor NEMF OS=Stylophora pistillata OX=50429 GN=NEMF PE=3 SV=1	302	5	4.42064E-22	71.38	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED]	Pver_g8434.t1	A0A2B4RBR3_STYPIUncharacterized protein (Fragment) OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene21618 PE=4 SV=1	137	4	1.06046E-17	58.79								
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8435.t1	A0A7D9JW04_PARCTArginine N-methyltransferase 8-B OS=Paramuricea clavata OX=317549 GN=PACLA_6A025733 PE=4 SV=1	477	5	3.03244E-80	70.56	1	F:GO:0016740	F:transferase activity	EC:2	Transferases			
true	[BLASTED]	Pver_g8437.t1	A0A3M6V2Y6_POCDAUncharacterized protein OS=Pocillopora damicornis OX=46731 GN=pdam_00023836 PE=4 SV=1	447	5	4.19094E-92	67.96								
true	[NO-BLAST]	Pver_g8442.t1	---NA---	77											
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8445.t1	A0A2B4SWU2_STYPIUncharacterized protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene1504 PE=4 SV=1	72	1	1.02199E-9	85.92	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED]	Pver_g8448.t1	A0A3M6T641_POCDAUncharacterized protein OS=Pocillopora damicornis OX=46731 GN=pdam_00000980 PE=4 SV=1	330	5	0.0	90.78								
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8449.t1	A0A3M6T633_POCDASen15 domain-containing protein OS=Pocillopora damicornis OX=46731 GN=pdam_00000981 PE=3 SV=1	96	4	3.54955E-53	51.69	1	P:GO:0090304	P:nucleic acid metabolic process					
true	[BLASTED, MAPPED, ANNOTATED]	Pver_g8452.t1	A0A2B4R839_STYPITransposon Tf2-9 polyprotein OS=Stylophora pistillata OX=50429 GN=Tf2-9 PE=4 SV=1	202	5	1.07098E-119	97.09	3	P:GO:0015074; F:GO:0003676; F:GO:0008270	P:DNA integration; F:nucleic acid binding; F:zinc ion binding					
