"gene"	"pval.treatment"	"adj.pval.treatment"	"SWISS_Description"	"SWISS_Length"	"SWISS_.Hits"	"SWISS_e.Value"	"SWISS_sim.mean"	"SWISS_.GO"	"SWISS_GO.IDs"	"SWISS_GO.Names"	"SWISS_Enzyme.Codes"	"SWISS_Enzyme.Names"	"TREMBL_Description"	"TREMBL_Length"	"TREMBL_.Hits"	"TREMBL_e.Value"	"TREMBL_sim.mean"	"TREMBL_.GO"	"TREMBL_GO.IDs"	"TREMBL_GO.Names"	"TREMBL_Enzyme.Codes"	"TREMBL_Enzyme.Names"	"INTERPRO_Length"	"InterPro.IDs"	"InterPro.GO.IDs"	"InterPro.GO.Names"	"BLAST_Description"	"BLAST_Length"	"BLAST_.Hits"	"BLAST_e.Value"	"BLAST_sim.mean"	"BLAST_.GO"	"BLAST_GO.IDs"	"BLAST_GO.Names"	"BLAST_Enzyme.Codes"	"BLAST_Enzyme.Names"
"Pver_gene_g21463"	7.39613200303466e-05	0.00073690257600916	"TTC28_HUMANTetratricopeptide repeat protein 28 OS=Homo sapiens OX=9606 GN=TTC28 PE=1 SV=4"	576	5	8.92e-49	50.43	21	"P:GO:0000132; P:GO:0031291; P:GO:0051661; P:GO:0060236; P:GO:1904778; P:GO:1905832; F:GO:0001965; F:GO:0005092; F:GO:0008022; F:GO:0019904; F:GO:0042802; F:GO:0043621; F:GO:0070840; C:GO:0005813; C:GO:0005829; C:GO:0012505; C:GO:0016020; C:GO:0032991; C:GO:0043231; C:GO:0097431; C:GO:0097575"	"P:establishment of mitotic spindle orientation; P:Ran protein signal transduction; P:maintenance of centrosome location; P:regulation of mitotic spindle organization; P:positive regulation of protein localization to cell cortex; P:positive regulation of spindle assembly; F:G-protein alpha-subunit binding; F:GDP-dissociation inhibitor activity; F:protein C-terminus binding; F:protein domain specific binding; F:identical protein binding; F:protein self-association; F:dynein complex binding; C:centrosome; C:cytosol; C:endomembrane system; C:membrane; C:protein-containing complex; C:intracellular membrane-bounded organelle; C:mitotic spindle pole; C:lateral cell cortex"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	576	"IPR019734 (SMART); IPR024983 (PFAM); PF13424 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); PTHR10098:SF106 (PANTHER); PTHR10098 (PANTHER); PS50293 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); PS50293 (PROSITE_PROFILES); IPR011990 (SUPERFAMILY)"	"F:GO:0005515"	"F:protein binding"	"RMX50647.1"	576	1	2e-231	79.51	NA	NA	NA	NA	NA
"Pver_gene_g8418"	7.6771674835011e-05	0.000760919256307427	"RTBS_DROMEProbable RNA-directed DNA polymerase from transposon BS OS=Drosophila melanogaster OX=7227 GN=RTase PE=2 SV=1"	507	5	1.49e-16	42.49	1	"F:GO:0003824"	"F:catalytic activity"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	506	"IPR000477 (PFAM); IPR036691 (G3DSA:3.60.10.GENE3D); PTHR36191:SF5 (PANTHER); PTHR36191 (PANTHER); IPR036691 (SUPERFAMILY); IPR043502 (SUPERFAMILY)"	NA	NA	"RMX43147.1"	507	1	2.8e-229	97.58	NA	NA	NA	NA	NA
"Pver_gene_g22409"	7.73278783968277e-05	0.000762460894244368	NA	206	NA	NA	NA	NA	NA	NA	NA	NA	"A0A3M6USZ0_POCDADDE-1 domain-containing protein (Fragment) OS=Pocillopora damicornis OX=46731 GN=pdam_00024554 PE=4 SV=1"	206	5	1.72e-99	71.71	1	"F:GO:0003677"	"F:DNA binding"	NA	NA	205	"IPR004875 (PFAM)"	"F:GO:0003676"	"F:nucleic acid binding"	"RMX56687.1"	206	1	2.2e-76	65.53	2	"F:GO:0003676; F:GO:0003677"	"F:nucleic acid binding; F:DNA binding"	NA	NA
"Pver_gene_g10650"	8.37151415285519e-05	0.000816973919635048	NA	496	NA	NA	NA	NA	NA	NA	NA	NA	"A0A6S7GQW3_PARCTzinc_ribbon_2 domain-containing protein OS=Paramuricea clavata OX=317549 GN=PACLA_6A005199 PE=4 SV=1"	496	5	1.34e-78	77.58	1	"F:GO:0003676"	"F:nucleic acid binding"	NA	NA	495	"Coil (COILS); IPR013083 (G3DSA:3.30.40.GENE3D); PTHR46791:SF1 (PANTHER); PTHR46791 (PANTHER); IPR011011 (SUPERFAMILY)"	NA	NA	"XP_029186617.1"	496	1	3.6e-80	80.21	NA	NA	NA	NA	NA
"Pver_gene_g22447"	8.36624367811361e-05	0.000816973919635048	"NYNRI_MOUSEProtein NYNRIN OS=Mus musculus OX=10090 GN=Nynrin PE=2 SV=2"	142	5	8.16e-25	48.92	4	"P:GO:0006807; P:GO:0043170; P:GO:0044238; F:GO:0016787"	"P:nitrogen compound metabolic process; P:macromolecule metabolic process; P:primary metabolic process; F:hydrolase activity"	"EC:3"	"Hydrolases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	141	"IPR041588 (PFAM); G3DSA:1.10.340.70 (GENE3D); IPR036397 (G3DSA:3.30.420.GENE3D); IPR012337 (SUPERFAMILY)"	"F:GO:0003676"	"F:nucleic acid binding"	"XP_022809566.1"	142	1	1.6e-78	100	NA	NA	NA	NA	NA
"Pver_gene_g18106"	8.69313853909832e-05	0.000844032787750209	"DPP2_HUMANDipeptidyl peptidase 2 OS=Homo sapiens OX=9606 GN=DPP7 PE=1 SV=3"	580	5	4.23e-75	60.95	17	"P:GO:0002155; P:GO:0002353; P:GO:0003085; P:GO:0006508; P:GO:0042593; P:GO:0043535; P:GO:0060055; P:GO:0097009; P:GO:1905146; P:GO:2000377; F:GO:0008236; F:GO:0008239; C:GO:0005576; C:GO:0005794; C:GO:0005829; C:GO:0035578; C:GO:0045178"	"P:regulation of thyroid hormone mediated signaling pathway; P:plasma kallikrein-kinin cascade; P:negative regulation of systemic arterial blood pressure; P:proteolysis; P:glucose homeostasis; P:regulation of blood vessel endothelial cell migration; P:angiogenesis involved in wound healing; P:energy homeostasis; P:lysosomal protein catabolic process; P:regulation of reactive oxygen species metabolic process; F:serine-type peptidase activity; F:dipeptidyl-peptidase activity; C:extracellular region; C:Golgi apparatus; C:cytosol; C:azurophil granule lumen; C:basal part of cell"	"EC:3.4.14.1; EC:3.4.14.5; EC:3.4.14.4; EC:3.4.14.2"	"Dipeptidyl-peptidase I; Dipeptidyl-peptidase IV; Dipeptidyl-peptidase III; Dipeptidyl-peptidase II"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	579	"IPR032675 (G3DSA:3.80.10.GENE3D); IPR032675 (G3DSA:3.80.10.GENE3D); IPR008758 (PFAM); IPR042269 (G3DSA:1.20.120.GENE3D); IPR029058 (G3DSA:3.40.50.GENE3D); PTHR11010 (PANTHER); PTHR11010:SF97 (PANTHER); SSF52047 (SUPERFAMILY)"	"P:GO:0006508; F:GO:0008236"	"P:proteolysis; F:serine-type peptidase activity"	"XP_027045152.1"	580	1	8.1e-124	86.94	NA	NA	NA	NA	NA
"Pver_gene_g9392"	9.02773933322636e-05	0.000872070454372069	"ANR24_MOUSEAnkyrin repeat domain-containing protein 24 OS=Mus musculus OX=10090 GN=Ankrd24 PE=2 SV=4"	533	5	3.06e-36	48.32	2	"C:GO:0005634; C:GO:0005737"	"C:nucleus; C:cytoplasm"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	532	"Coil (COILS); Coil (COILS); Coil (COILS); IPR002110 (PRINTS); IPR002110 (SMART); IPR036770 (G3DSA:1.25.40.GENE3D); IPR020683 (PFAM); IPR002110 (PFAM); mobidb-lite (MOBIDB_LITE); PTHR24173:SF16 (PANTHER); PTHR24173 (PANTHER); PS50297 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); IPR002110 (PROSITE_PROFILES); PS50297 (PROSITE_PROFILES); IPR036770 (SUPERFAMILY)"	"F:GO:0005515"	"F:protein binding"	"RMX45090.1"	533	1	5.4e-215	80.34	NA	NA	NA	NA	NA
"Pver_gene_g21710"	0.000112619371484143	0.0010823972925976	"POL4_DROMERetrovirus-related Pol polyprotein from transposon 412 OS=Drosophila melanogaster OX=7227 GN=POL PE=4 SV=1"	378	5	9.26e-25	52.84	7	"P:GO:0090304; F:GO:0004518; F:GO:0016740; F:GO:0097159; F:GO:0140640; F:GO:1901363; C:GO:0005634"	"P:nucleic acid metabolic process; F:nuclease activity; F:transferase activity; F:organic cyclic compound binding; F:catalytic activity, acting on a nucleic acid; F:heterocyclic compound binding; C:nucleus"	"EC:3.1; EC:2"	"Acting on ester bonds; Transferases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	377	"IPR001878 (SMART); IPR001878 (PFAM); IPR043128 (G3DSA:3.30.70.GENE3D); G3DSA:3.10.10.10 (GENE3D); PTHR34072 (PANTHER); IPR001878 (PROSITE_PROFILES); cd01647 (CDD); IPR043502 (SUPERFAMILY)"	"F:GO:0003676; F:GO:0008270"	"F:nucleic acid binding; F:zinc ion binding"	"XP_022779406.1"	378	1	3.1e-177	98.1	NA	NA	NA	NA	NA
"Pver_gene_g5170"	0.000120659566741959	0.00115384500256255	NA	554	NA	NA	NA	NA	NA	NA	NA	NA	"A0A6S7GBR6_PARCTDUF1758 domain-containing protein OS=Paramuricea clavata OX=317549 GN=PACLA_6A037159 PE=4 SV=1"	554	5	0	66.74	2	"F:GO:0003676; F:GO:0008270"	"F:nucleic acid binding; F:zinc ion binding"	NA	NA	553	"Coil (COILS); IPR008737 (PFAM); IPR005312 (PFAM); mobidb-lite (MOBIDB_LITE); PTHR21166 (PANTHER)"	NA	NA	"XP_015771483.1"	554	1	1.2e-185	63.59	NA	NA	NA	NA	NA
"Pver_gene_g22348"	0.000126936372044185	0.00120779958000042	"POL5_DROMERetrovirus-related Pol polyprotein from transposon opus OS=Drosophila melanogaster OX=7227 GN=pol PE=4 SV=1"	232	5	9.32e-16	55.62	3	"P:GO:0006259; F:GO:0016740; F:GO:0016787"	"P:DNA metabolic process; F:transferase activity; F:hydrolase activity"	"EC:2; EC:3"	"Transferases; Hydrolases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	232	"IPR041373 (PFAM); PTHR34072 (PANTHER); cd09274 (CDD); IPR043502 (SUPERFAMILY)"	NA	NA	"PFX17712.1"	232	1	1.8e-103	81.9	3	"P:GO:0015074; F:GO:0003676; C:GO:0016021"	"P:DNA integration; F:nucleic acid binding; C:integral component of membrane"	NA	NA
"Pver_gene_g6761"	0.000134807653404562	0.00126698112838373	"AFG1L_HUMANAFG1-like ATPase OS=Homo sapiens OX=9606 GN=AFG1L PE=1 SV=2"	478	5	5.29e-153	69.41	7	"P:GO:0003341; P:GO:0006123; P:GO:0035694; F:GO:0000166; F:GO:0005515; C:GO:0005634; C:GO:0031966"	"P:cilium movement; P:mitochondrial electron transport, cytochrome c to oxygen; P:mitochondrial protein catabolic process; F:nucleotide binding; F:protein binding; C:nucleus; C:mitochondrial membrane"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	477	"IPR027417 (G3DSA:3.40.50.GENE3D); IPR005654 (PFAM); IPR005654 (PANTHER); PTHR12169:SF6 (PANTHER); IPR027417 (SUPERFAMILY)"	"F:GO:0005524"	"F:ATP binding"	"XP_027035724.1"	478	1	1.9e-251	98.19	NA	NA	NA	NA	NA
"Pver_gene_g17790"	0.000133933559683943	0.00126698112838373	"IF4G3_HUMANEukaryotic translation initiation factor 4 gamma 3 OS=Homo sapiens OX=9606 GN=EIF4G3 PE=1 SV=2"	1610	5	4.03e-116	54.16	11	"P:GO:0001934; P:GO:0006950; P:GO:0007283; P:GO:0031324; P:GO:0045727; P:GO:0051098; P:GO:0051716; P:GO:0060903; F:GO:0003723; F:GO:0005515; C:GO:0005737"	"P:positive regulation of protein phosphorylation; P:response to stress; P:spermatogenesis; P:negative regulation of cellular metabolic process; P:positive regulation of translation; P:regulation of binding; P:cellular response to stimulus; P:positive regulation of meiosis I; F:RNA binding; F:protein binding; C:cytoplasm"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1609	"Coil (COILS); Coil (COILS); Coil (COILS); Coil (COILS); Coil (COILS); IPR003890 (SMART); IPR041249 (PFAM); IPR016021 (G3DSA:1.25.40.GENE3D); IPR003890 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR23253 (PANTHER); IPR037584 (PTHR23253:PANTHER); IPR016024 (SUPERFAMILY); SSF58113 (SUPERFAMILY)"	"F:GO:0003723; F:GO:0003729; F:GO:0003743; F:GO:0005515"	"F:RNA binding; F:mRNA binding; F:translation initiation factor activity; F:protein binding"	"RMX49267.1"	1610	1	0	94.13	3	"P:GO:0006413; F:GO:0003729; F:GO:0003743"	"P:translational initiation; F:mRNA binding; F:translation initiation factor activity"	NA	NA
"Pver_gene_g21689"	0.000135153530773461	0.00126698112838373	"TTC28_HUMANTetratricopeptide repeat protein 28 OS=Homo sapiens OX=9606 GN=TTC28 PE=1 SV=4"	454	5	4.81e-44	57.76	26	"P:GO:0000132; P:GO:0007346; P:GO:0008277; P:GO:0031291; P:GO:0050790; P:GO:0051661; P:GO:0060236; P:GO:1904778; P:GO:1905832; F:GO:0001965; F:GO:0005092; F:GO:0008022; F:GO:0019900; F:GO:0019904; F:GO:0042802; F:GO:0043621; F:GO:0070840; C:GO:0005813; C:GO:0005829; C:GO:0012505; C:GO:0016020; C:GO:0030496; C:GO:0032991; C:GO:0043231; C:GO:0097431; C:GO:0097575"	"P:establishment of mitotic spindle orientation; P:regulation of mitotic cell cycle; P:regulation of G protein-coupled receptor signaling pathway; P:Ran protein signal transduction; P:regulation of catalytic activity; P:maintenance of centrosome location; P:regulation of mitotic spindle organization; P:positive regulation of protein localization to cell cortex; P:positive regulation of spindle assembly; F:G-protein alpha-subunit binding; F:GDP-dissociation inhibitor activity; F:protein C-terminus binding; F:kinase binding; F:protein domain specific binding; F:identical protein binding; F:protein self-association; F:dynein complex binding; C:centrosome; C:cytosol; C:endomembrane system; C:membrane; C:midbody; C:protein-containing complex; C:intracellular membrane-bounded organelle; C:mitotic spindle pole; C:lateral cell cortex"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	454	"IPR019734 (SMART); IPR011990 (G3DSA:1.25.40.GENE3D); PF13424 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); PTHR45954:SF1 (PANTHER); PTHR45954 (PANTHER); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR011990 (SUPERFAMILY); IPR011990 (SUPERFAMILY)"	"F:GO:0005515"	"F:protein binding"	"RMX59738.1"	454	1	1.3e-105	87.28	NA	NA	NA	NA	NA
"Pver_gene_g19411"	0.000141583215770804	0.00132074931182275	NA	212	NA	NA	NA	NA	NA	NA	NA	NA	"A0A6P7FFP7_DIAVIRegulatory protein zeste OS=Diabrotica virgifera virgifera OX=50390 GN=LOC114327588 PE=4 SV=1"	212	5	3.66e-22	63.92	1	"F:GO:0003677"	"F:DNA binding"	NA	NA	211	"Coil (COILS); IPR028002 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)"	NA	NA	"TRY80743.1"	212	1	1.6e-16	43.24	NA	NA	NA	NA	NA
"Pver_gene_g15368"	0.000148020274251706	0.00137406137512681	"LORF2_HUMANLINE-1 retrotransposable element ORF2 protein OS=Homo sapiens OX=9606 PE=1 SV=1"	829	1	1.26e-06	40.26	14	"P:GO:0006310; P:GO:0008152; P:GO:0032197; P:GO:0032199; P:GO:0090305; F:GO:0003824; F:GO:0003964; F:GO:0004518; F:GO:0004519; F:GO:0009036; F:GO:0016740; F:GO:0016779; F:GO:0016787; F:GO:0046872"	"P:DNA recombination; P:metabolic process; P:transposition, RNA-mediated; P:reverse transcription involved in RNA-mediated transposition; P:nucleic acid phosphodiester bond hydrolysis; F:catalytic activity; F:RNA-directed DNA polymerase activity; F:nuclease activity; F:endonuclease activity; F:type II site-specific deoxyribonuclease activity; F:transferase activity; F:nucleotidyltransferase activity; F:hydrolase activity; F:metal ion binding"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	828	"IPR036691 (G3DSA:3.60.10.GENE3D); mobidb-lite (MOBIDB_LITE); PTHR47510 (PANTHER); PTHR47510:SF1 (PANTHER); IPR036691 (SUPERFAMILY)"	NA	NA	"PFX28751.1"	829	1	1.9e-198	48.03	2	"P:GO:0006278; F:GO:0003964"	"P:RNA-dependent DNA biosynthetic process; F:RNA-directed DNA polymerase activity"	NA	NA
"Pver_gene_g21785"	0.000148903645233809	0.00137555163533951	NA	246	NA	NA	NA	NA	NA	NA	NA	NA	"A0A6S7JX10_PARCTUncharacterized protein (Fragment) OS=Paramuricea clavata OX=317549 GN=PACLA_6A016836 PE=4 SV=1"	246	5	6.67e-39	51.79	2	"F:GO:0003676; F:GO:0008270"	"F:nucleic acid binding; F:zinc ion binding"	NA	NA	246	"Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR22955 (PANTHER)"	NA	NA	"XP_029185960.1"	246	1	2.1e-20	37.5	NA	NA	NA	NA	NA
"Pver_gene_g18490"	0.000154718394638184	0.00142236282606988	NA	489	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4SJZ0_STYPIGIY-YIG domain-containing protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene6395 PE=4 SV=1"	489	5	2.56e-149	73.69	1	"C:GO:0016021"	"C:integral component of membrane"	NA	NA	488	"Coil (COILS); Coil (COILS); IPR035901 (G3DSA:3.40.1440.GENE3D); PTHR21301:SF8 (PANTHER); PTHR21301 (PANTHER); IPR000305 (PROSITE_PROFILES); cd10442 (CDD)"	NA	NA	"PFX28898.1"	489	1	7.5e-123	86.64	NA	NA	NA	NA	NA
"Pver_gene_g7111"	0.000158034261679342	0.00144586153834513	"DPEP1_RABITDipeptidase 1 OS=Oryctolagus cuniculus OX=9986 GN=DPEP1 PE=1 SV=1"	399	5	1.51e-130	69.15	27	"P:GO:0006507; P:GO:0006691; P:GO:0006751; P:GO:0006954; P:GO:0016999; P:GO:0030336; P:GO:0030593; P:GO:0032869; P:GO:0043154; P:GO:0050667; P:GO:0071277; P:GO:0071732; P:GO:0072340; F:GO:0008270; F:GO:0008800; F:GO:0034235; F:GO:0042802; F:GO:0043027; F:GO:0070573; F:GO:0072341; C:GO:0005615; C:GO:0005654; C:GO:0005789; C:GO:0030054; C:GO:0042995; C:GO:0045177; C:GO:0098590"	"P:GPI anchor release; P:leukotriene metabolic process; P:glutathione catabolic process; P:inflammatory response; P:antibiotic metabolic process; P:negative regulation of cell migration; P:neutrophil chemotaxis; P:cellular response to insulin stimulus; P:negative regulation of cysteine-type endopeptidase activity involved in apoptotic process; P:homocysteine metabolic process; P:cellular response to calcium ion; P:cellular response to nitric oxide; P:cellular lactam catabolic process; F:zinc ion binding; F:beta-lactamase activity; F:GPI anchor binding; F:identical protein binding; F:cysteine-type endopeptidase inhibitor activity involved in apoptotic process; F:metallodipeptidase activity; F:modified amino acid binding; C:extracellular space; C:nucleoplasm; C:endoplasmic reticulum membrane; C:cell junction; C:cell projection; C:apical part of cell; C:plasma membrane region"	"EC:3.4.13; EC:3.5.2.6"	"Acting on peptide bonds (peptidases); Beta-lactamase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	398	"G3DSA:3.20.20.140 (GENE3D); IPR008257 (PFAM); IPR008257 (PANTHER); IPR008257 (PROSITE_PROFILES); IPR008257 (CDD); IPR032466 (SUPERFAMILY)"	"P:GO:0006508; F:GO:0070573"	"P:proteolysis; F:metallodipeptidase activity"	"XP_027048164.1"	399	1	3.9e-226	99.25	NA	NA	NA	NA	NA
"Pver_gene_g22342"	0.000160975935234732	0.00146572825240045	NA	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	NA	NA	NA	NA	NA	NA	NA	NA	89	"mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)"	NA	NA	"PFX30069.1"	90	1	7.9e-10	82.93	4	"P:GO:0002218; F:GO:0003690; F:GO:0003723; F:GO:0008270"	"P:activation of innate immune response; F:double-stranded DNA binding; F:RNA binding; F:zinc ion binding"	NA	NA
"Pver_gene_g26817"	0.000162438398482991	0.0014720012967292	NA	314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	313	"IPR035901 (G3DSA:3.40.1440.GENE3D); PTHR21301:SF4 (PANTHER); PTHR21301 (PANTHER); IPR000305 (PROSITE_PROFILES); cd10442 (CDD)"	NA	NA	"PFX32498.1"	314	1	4.6e-158	88.5	3	"P:GO:0035725; F:GO:0005272; C:GO:0016021"	"P:sodium ion transmembrane transport; F:sodium channel activity; C:integral component of membrane"	"EC:7"	"Translocases"
"Pver_gene_g22175"	0.000180994501369779	0.00163238168770943	NA	108	NA	NA	NA	NA	NA	NA	NA	NA	"A0A6J8C492_MYTCOUncharacterized protein OS=Mytilus coruscus OX=42192 GN=MCOR_25051 PE=4 SV=1"	108	5	3.52e-16	61.42	NA	NA	NA	NA	NA	107	NA	NA	NA	"KXJ26080.1"	108	1	5e-27	53.92	NA	NA	NA	NA	NA
"Pver_gene_g26788"	0.000189146037217529	0.00169785334351395	"CS047_RATUncharacterized protein C19orf47 homolog OS=Rattus norvegicus OX=10116 PE=2 SV=1"	264	3	7.41e-11	58.86	2	"F:GO:0005515; C:GO:0005654"	"F:protein binding; C:nucleoplasm"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	264	"IPR038398 (G3DSA:1.20.120.GENE3D); PF18017 (PFAM); IPR013761 (G3DSA:1.10.150.GENE3D); IPR006989 (PFAM); mobidb-lite (MOBIDB_LITE); IPR039161 (PANTHER); IPR001660 (PROSITE_PROFILES); IPR013761 (SUPERFAMILY)"	"P:GO:0045892; F:GO:0005515; C:GO:0005634"	"P:negative regulation of transcription, DNA-templated; F:protein binding; C:nucleus"	"XP_027055457.1"	264	1	2.8e-55	77.07	NA	NA	NA	NA	NA
"Pver_gene_g17523"	0.000196940728683176	0.00175952209710838	NA	402	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4SFT2_STYPIPutative RNA-directed DNA polymerase from transposon BS OS=Stylophora pistillata OX=50429 GN=RTase PE=4 SV=1"	402	5	1.65e-49	65.69	4	"P:GO:0006278; F:GO:0003824; F:GO:0003964; F:GO:0046872"	"P:RNA-dependent DNA biosynthetic process; F:catalytic activity; F:RNA-directed DNA polymerase activity; F:metal ion binding"	NA	NA	401	"mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR33332 (PANTHER); PTHR33332:SF23 (PANTHER)"	NA	NA	"XP_015774533.1"	402	1	1.7e-43	51.93	NA	NA	NA	NA	NA
"Pver_gene_g18821"	0.000242364624025397	0.0021552330818707	"RTJK_DROMERNA-directed DNA polymerase from mobile element jockey OS=Drosophila melanogaster OX=7227 GN=pol PE=1 SV=1"	395	2	3.69e-10	44.28	7	"P:GO:0006278; P:GO:0006313; F:GO:0003824; F:GO:0003964; F:GO:0016740; F:GO:0016779; C:GO:0005575"	"P:RNA-dependent DNA biosynthetic process; P:transposition, DNA-mediated; F:catalytic activity; F:RNA-directed DNA polymerase activity; F:transferase activity; F:nucleotidyltransferase activity; C:cellular_component"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	394	"IPR000477 (PFAM); PTHR33332:SF26 (PANTHER); PTHR33332 (PANTHER); IPR000477 (PROSITE_PROFILES)"	NA	NA	"PFX20631.1"	395	1	3.9e-122	66.24	1	"F:GO:0003824"	"F:catalytic activity"	NA	NA
"Pver_gene_g8004"	0.000244071686577116	0.00216031823049419	"LORF2_HUMANLINE-1 retrotransposable element ORF2 protein OS=Homo sapiens OX=9606 PE=1 SV=1"	455	4	3.94e-07	42.94	2	"P:GO:0090304; F:GO:0016787"	"P:nucleic acid metabolic process; F:hydrolase activity"	"EC:3"	"Hydrolases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	454	"IPR000477 (PFAM); PTHR47510 (PANTHER); PTHR47510 (PANTHER); PTHR47510:SF1 (PANTHER); IPR043502 (SUPERFAMILY)"	NA	NA	"PFX20631.1"	455	1	6.9e-155	76.18	1	"F:GO:0016740"	"F:transferase activity"	"EC:2"	"Transferases"
"Pver_gene_g9209"	0.000255132791457387	0.00224776713955281	"NK2R_MOUSESubstance-K receptor OS=Mus musculus OX=10090 GN=Tacr2 PE=2 SV=1"	468	5	8.34e-32	48.19	10	"P:GO:0007154; P:GO:0023052; P:GO:0044057; P:GO:0048518; P:GO:0050794; P:GO:0050896; P:GO:0051049; P:GO:0065008; F:GO:0004930; C:GO:0016020"	"P:cell communication; P:signaling; P:regulation of system process; P:positive regulation of biological process; P:regulation of cellular process; P:response to stimulus; P:regulation of transport; P:regulation of biological quality; F:G protein-coupled receptor activity; C:membrane"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	468	"IPR000276 (PRINTS); IPR000477 (PFAM); G3DSA:1.20.1070.10 (GENE3D); IPR000276 (PFAM); PTHR45695:SF9 (PANTHER); PTHR45695 (PANTHER); IPR017452 (PROSITE_PROFILES); cd00637 (CDD); IPR043502 (SUPERFAMILY); SSF81321 (SUPERFAMILY)"	"P:GO:0007186; F:GO:0004930; C:GO:0016021"	"P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; C:integral component of membrane"	"RMX60711.1"	468	1	4e-174	96.44	3	"P:GO:0007186; F:GO:0004930; C:GO:0016021"	"P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; C:integral component of membrane"	NA	NA
"Pver_gene_g21328"	0.000257662343713548	0.0022595918898013	"ZMYM1_HUMANZinc finger MYM-type protein 1 OS=Homo sapiens OX=9606 GN=ZMYM1 PE=1 SV=1"	404	3	2.11e-29	48.98	1	"F:GO:0005488"	"F:binding"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	403	"Coil (COILS); IPR006580 (SMART); IPR025398 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR45749:SF8 (PANTHER); PTHR45749 (PANTHER)"	NA	NA	"XP_029203455.1"	404	1	9.7e-201	97.84	NA	NA	NA	NA	NA
