"gene"	"pval.treatment"	"adj.pval.treatment"	"SWISS_Description"	"SWISS_Length"	"SWISS_.Hits"	"SWISS_e.Value"	"SWISS_sim.mean"	"SWISS_.GO"	"SWISS_GO.IDs"	"SWISS_GO.Names"	"SWISS_Enzyme.Codes"	"SWISS_Enzyme.Names"	"TREMBL_Description"	"TREMBL_Length"	"TREMBL_.Hits"	"TREMBL_e.Value"	"TREMBL_sim.mean"	"TREMBL_.GO"	"TREMBL_GO.IDs"	"TREMBL_GO.Names"	"TREMBL_Enzyme.Codes"	"TREMBL_Enzyme.Names"	"INTERPRO_Length"	"InterPro.IDs"	"InterPro.GO.IDs"	"InterPro.GO.Names"	"BLAST_Description"	"BLAST_Length"	"BLAST_.Hits"	"BLAST_e.Value"	"BLAST_sim.mean"	"BLAST_.GO"	"BLAST_GO.IDs"	"BLAST_GO.Names"	"BLAST_Enzyme.Codes"	"BLAST_Enzyme.Names"
"Pver_gene_g22424"	6.87035824977976e-06	6.88482216188456e-05	NA	181	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4SPF6_STYPIPutative RNA-directed DNA polymerase from transposon X-element OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene4853 PE=4 SV=1"	181	5	6.55e-123	99.44	6	"P:GO:0006278; F:GO:0003964; F:GO:0005509; F:GO:0008168; F:GO:0016706; C:GO:0016021"	"P:RNA-dependent DNA biosynthetic process; F:RNA-directed DNA polymerase activity; F:calcium ion binding; F:methyltransferase activity; F:2-oxoglutarate-dependent dioxygenase activity; C:integral component of membrane"	"EC:1.14.11; EC:2.7.7.49; EC:2.1.1"	"Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2); RNA-directed DNA polymerase; Transferring one-carbon groups"	181	"IPR000477 (PFAM); PTHR47510:SF1 (PANTHER); PTHR47510 (PANTHER)"	NA	NA	"PFX11960.1"	181	1	3.6e-94	99.45	2	"P:GO:0006278; F:GO:0003964"	"P:RNA-dependent DNA biosynthetic process; F:RNA-directed DNA polymerase activity"	"EC:2.7.7.49"	"RNA-directed DNA polymerase"
"Pver_gene_g22447"	7.34586408867787e-06	7.32278807583386e-05	"NYNRI_MOUSEProtein NYNRIN OS=Mus musculus OX=10090 GN=Nynrin PE=2 SV=2"	142	5	8.16e-25	48.92	4	"P:GO:0006807; P:GO:0043170; P:GO:0044238; F:GO:0016787"	"P:nitrogen compound metabolic process; P:macromolecule metabolic process; P:primary metabolic process; F:hydrolase activity"	"EC:3"	"Hydrolases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	141	"IPR041588 (PFAM); G3DSA:1.10.340.70 (GENE3D); IPR036397 (G3DSA:3.30.420.GENE3D); IPR012337 (SUPERFAMILY)"	"F:GO:0003676"	"F:nucleic acid binding"	"XP_022809566.1"	142	1	1.6e-78	100	NA	NA	NA	NA	NA
"Pver_gene_g23335"	8.57670111241599e-06	8.50522860314586e-05	"LIN1_NYCCOLINE-1 reverse transcriptase homolog OS=Nycticebus coucang OX=9470 PE=4 SV=1"	402	5	2.54e-16	57.05	5	"P:GO:0032199; P:GO:0090305; F:GO:0003964; F:GO:0005515; F:GO:0009036"	"P:reverse transcription involved in RNA-mediated transposition; P:nucleic acid phosphodiester bond hydrolysis; F:RNA-directed DNA polymerase activity; F:protein binding; F:type II site-specific deoxyribonuclease activity"	"EC:3.1.30; EC:2.7.7.49; EC:3.1.21.4"	"Acting on ester bonds; RNA-directed DNA polymerase; Type II site-specific deoxyribonuclease"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	401	"Coil (COILS); G3DSA:1.20.5.340 (GENE3D); G3DSA:3.30.70.1820 (GENE3D); IPR000477 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR25952:SF240 (PANTHER); PTHR25952 (PANTHER)"	NA	NA	"XP_015775261.1"	402	1	5.2e-53	45.21	NA	NA	NA	NA	NA
"Pver_gene_g2688"	8.89020365110506e-06	8.77043924958758e-05	"USOM5_ACRMIUncharacterized skeletal organic matrix protein 5 OS=Acropora millepora OX=45264 PE=1 SV=1"	505	5	1.09e-32	55.53	13	"P:GO:0001934; P:GO:0006493; P:GO:0030212; P:GO:0051050; P:GO:0060341; F:GO:0005515; F:GO:0008375; F:GO:0016798; F:GO:0046872; C:GO:0000139; C:GO:0005886; C:GO:0016021; C:GO:0030136"	"P:positive regulation of protein phosphorylation; P:protein O-linked glycosylation; P:hyaluronan metabolic process; P:positive regulation of transport; P:regulation of cellular localization; F:protein binding; F:acetylglucosaminyltransferase activity; F:hydrolase activity, acting on glycosyl bonds; F:metal ion binding; C:Golgi membrane; C:plasma membrane; C:integral component of membrane; C:clathrin-coated vesicle"	"EC:3.2; EC:2.4.1"	"Glycosylases; Glycosyltransferases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	504	"IPR039477 (PFAM); G3DSA:2.10.25.10 (GENE3D); PTHR15535 (PANTHER); PTHR15535:SF27 (PANTHER); IPR000742 (PROSITE_PATTERNS); IPR000742 (PROSITE_PROFILES); cd00054 (CDD); SSF57196 (SUPERFAMILY)"	NA	NA	"XP_027058664.1"	505	1	1.4e-92	97.65	NA	NA	NA	NA	NA
"Pver_gene_g26782"	1.07771827191484e-05	0.000105771937614735	NA	286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	285	"IPR033467 (SMART); PTHR47018:SF2 (PANTHER); PTHR47018 (PANTHER); IPR005172 (PROSITE_PROFILES)"	NA	NA	"PFX31436.1"	286	1	4.7e-125	85.13	4	"P:GO:0006694; F:GO:0003854; F:GO:0016853; C:GO:0016021"	"P:steroid biosynthetic process; F:3-beta-hydroxy-delta5-steroid dehydrogenase activity; F:isomerase activity; C:integral component of membrane"	"EC:1.1.1.145; EC:5"	"3-beta-hydroxy-Delta(5)-steroid dehydrogenase; Isomerases"
"Pver_gene_g22142"	1.53885539852324e-05	0.000150255419425038	NA	283	NA	NA	NA	NA	NA	NA	NA	NA	"A0A0P4VNG8_SCYOLIntegrase catalytic domain-containing protein OS=Scylla olivacea OX=85551 PE=4 SV=1"	283	5	6.48e-129	82.57	2	"P:GO:0015074; F:GO:0003676"	"P:DNA integration; F:nucleic acid binding"	NA	NA	283	"IPR008042 (PFAM); PTHR22955 (PANTHER); PTHR22955:SF60 (PANTHER)"	NA	NA	"XP_038065730.1"	283	1	1.5e-110	66.67	NA	NA	NA	NA	NA
"Pver_gene_g19756"	1.66281850060131e-05	0.000161530940058413	"YTX2_XENLATransposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis OX=8355 PE=4 SV=1"	2766	5	1.5e-67	48.17	3	"P:GO:0006259; F:GO:0004518; F:GO:0016740"	"P:DNA metabolic process; F:nuclease activity; F:transferase activity"	"EC:3.1; EC:2"	"Acting on ester bonds; Transferases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2765	"IPR001878 (SMART); IPR026960 (PFAM); IPR000477 (PFAM); G3DSA:4.10.60.10 (GENE3D); IPR001878 (PFAM); G3DSA:4.10.60.10 (GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR19446 (PANTHER); PTHR19446:SF433 (PANTHER); IPR001878 (PROSITE_PROFILES); IPR001878 (PROSITE_PROFILES); IPR001878 (PROSITE_PROFILES); IPR001878 (PROSITE_PROFILES); cd01650 (CDD); IPR036875 (SUPERFAMILY); IPR036875 (SUPERFAMILY); IPR043502 (SUPERFAMILY); IPR036875 (SUPERFAMILY)"	"F:GO:0003676; F:GO:0008270"	"F:nucleic acid binding; F:zinc ion binding"	"PFX16501.1"	2766	1	0	54.04	3	"F:GO:0003676; F:GO:0003824; F:GO:0008270"	"F:nucleic acid binding; F:catalytic activity; F:zinc ion binding"	NA	NA
"Pver_gene_g21553"	1.72432415050532e-05	0.000166655491500616	"RTXE_DROMEProbable RNA-directed DNA polymerase from transposon X-element OS=Drosophila melanogaster OX=7227 GN=X-element\ORF2 PE=3 SV=1"	171	2	1.63e-07	48.97	1	"F:GO:0016740"	"F:transferase activity"	"EC:2"	"Transferases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	170	"IPR000477 (PFAM); PTHR33332:SF26 (PANTHER); PTHR33332 (PANTHER); IPR000477 (PROSITE_PROFILES)"	NA	NA	"PFX11960.1"	171	1	1e-87	100	2	"P:GO:0006278; F:GO:0003964"	"P:RNA-dependent DNA biosynthetic process; F:RNA-directed DNA polymerase activity"	"EC:2.7.7.49"	"RNA-directed DNA polymerase"
"Pver_gene_g22289"	1.91865851523269e-05	0.000184501303687022	NA	186	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4S1G7_STYPIRNA-directed DNA polymerase from mobile element jockey OS=Stylophora pistillata OX=50429 GN=pol PE=4 SV=1"	186	5	1.02e-77	79.78	2	"P:GO:0006278; F:GO:0003964"	"P:RNA-dependent DNA biosynthetic process; F:RNA-directed DNA polymerase activity"	NA	NA	185	"mobidb-lite (MOBIDB_LITE); cd05481 (CDD)"	NA	NA	"PFX23751.1"	186	1	5.9e-60	69.27	2	"P:GO:0006278; F:GO:0003964"	"P:RNA-dependent DNA biosynthetic process; F:RNA-directed DNA polymerase activity"	NA	NA
"Pver_gene_g7552"	2.15372049914862e-05	0.000206064514089396	"MUS81_DANRECrossover junction endonuclease MUS81 OS=Danio rerio OX=7955 GN=mus81 PE=1 SV=1"	407	5	8.74e-27	53.01	12	"P:GO:0006259; P:GO:0006974; P:GO:0007165; P:GO:0022010; P:GO:0022011; P:GO:0030913; P:GO:0048812; F:GO:0004518; F:GO:0017124; C:GO:0016021; C:GO:0033270; C:GO:0048787"	"P:DNA metabolic process; P:cellular response to DNA damage stimulus; P:signal transduction; P:central nervous system myelination; P:myelination in peripheral nervous system; P:paranodal junction assembly; P:neuron projection morphogenesis; F:nuclease activity; F:SH3 domain binding; C:integral component of membrane; C:paranode region of axon; C:presynaptic active zone membrane"	"EC:3.1"	"Acting on ester bonds"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	406	"G3DSA:6.20.60.10 (GENE3D); G3DSA:2.60.120.1000 (GENE3D); IPR036388 (G3DSA:1.10.10.GENE3D); IPR033309 (PANTHER)"	"P:GO:0000737; P:GO:0006302; F:GO:0008821"	"P:DNA catabolic process, endonucleolytic; P:double-strand break repair; F:crossover junction endodeoxyribonuclease activity"	"XP_027040776.1"	407	1	1.1e-135	87.84	NA	NA	NA	NA	NA
"Pver_gene_g16330"	2.17302718368118e-05	0.000206872187886448	"ZMYM1_HUMANZinc finger MYM-type protein 1 OS=Homo sapiens OX=9606 GN=ZMYM1 PE=1 SV=1"	503	3	2.4e-25	46.3	1	"F:GO:0005488"	"F:binding"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	502	"IPR008906 (PFAM); PTHR45736:SF4 (PANTHER); PTHR45736 (PANTHER); IPR012337 (SUPERFAMILY)"	"F:GO:0046983"	"F:protein dimerization activity"	"XP_028406786.1"	503	1	1.7e-106	53.93	NA	NA	NA	NA	NA
"Pver_gene_g22550"	2.237210232013e-05	0.000211922800087202	"YG31B_YEASTTransposon Ty3-G Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TY3B-G PE=1 SV=3"	197	5	3.51e-34	54.5	7	"P:GO:0090304; F:GO:0004518; F:GO:0016740; F:GO:0097159; F:GO:0140640; F:GO:1901363; C:GO:0005634"	"P:nucleic acid metabolic process; F:nuclease activity; F:transferase activity; F:organic cyclic compound binding; F:catalytic activity, acting on a nucleic acid; F:heterocyclic compound binding; C:nucleus"	"EC:3.1; EC:2"	"Acting on ester bonds; Transferases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	197	"G3DSA:3.10.10.10 (GENE3D); IPR043128 (G3DSA:3.30.70.GENE3D); IPR000477 (PFAM); PTHR24559 (PANTHER); PTHR24559:SF324 (PANTHER); IPR000477 (PROSITE_PROFILES); cd01647 (CDD); IPR043502 (SUPERFAMILY)"	NA	NA	"PFX13666.1"	197	1	9.5e-85	83.33	2	"P:GO:0015074; F:GO:0003676"	"P:DNA integration; F:nucleic acid binding"	NA	NA
"Pver_gene_g19431"	2.26376508211305e-05	0.000213376669125903	NA	907	NA	NA	NA	NA	NA	NA	NA	NA	"A0A3M6UD02_POCDAMULE domain-containing protein (Fragment) OS=Pocillopora damicornis OX=46731 GN=pdam_00025431 PE=4 SV=1"	907	5	1.31e-94	81.42	1	"F:GO:0046872"	"F:metal ion binding"	NA	NA	906	"IPR018289 (PFAM); G3DSA:1.10.340.70 (GENE3D); IPR011042 (G3DSA:2.120.10.GENE3D); IPR041588 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR20956 (PANTHER); SSF63825 (SUPERFAMILY)"	NA	NA	"RMX47374.1"	907	1	9.8e-76	96.88	NA	NA	NA	NA	NA
"Pver_gene_g13795"	2.38979315556126e-05	0.000224146116659539	"CFDP2_BOVINCraniofacial development protein 2 OS=Bos taurus OX=9913 GN=CFDP2 PE=1 SV=2"	520	3	5.47e-19	55.16	3	"F:GO:0003824; C:GO:0005634; C:GO:0005737"	"F:catalytic activity; C:nucleus; C:cytoplasm"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	519	"IPR036691 (G3DSA:3.60.10.GENE3D); IPR000477 (PFAM); PTHR47027:SF10 (PANTHER); PTHR47027 (PANTHER); IPR036691 (SUPERFAMILY)"	NA	NA	"PFX11860.1"	520	1	2e-182	76.71	NA	NA	NA	NA	NA
"Pver_gene_g17578"	2.48742746484869e-05	0.000232159896719211	NA	320	NA	NA	NA	NA	NA	NA	NA	NA	"A0A3M6TDM6_POCDAUncharacterized protein OS=Pocillopora damicornis OX=46731 GN=pdam_00006093 PE=4 SV=1"	320	5	1.1e-111	88.62	NA	NA	NA	NA	NA	319	"mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR21301 (PANTHER); PTHR21301:SF4 (PANTHER); cd10442 (CDD)"	NA	NA	"RMX39537.1"	320	1	2.4e-85	88.2	NA	NA	NA	NA	NA
"Pver_gene_g2156"	2.52629245992108e-05	0.000234637114326329	NA	457	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4RYB7_STYPIReverse transcriptase domain-containing protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene14279 PE=4 SV=1"	457	5	4.12e-40	72.49	4	"P:GO:0007186; F:GO:0004965; C:GO:0005886; C:GO:0016021"	"P:G protein-coupled receptor signaling pathway; F:G protein-coupled GABA receptor activity; C:plasma membrane; C:integral component of membrane"	NA	NA	456	"mobidb-lite (MOBIDB_LITE)"	NA	NA	"PFX13572.1"	457	1	2.7e-37	46.74	2	"P:GO:0007165; P:GO:0042981"	"P:signal transduction; P:regulation of apoptotic process"	NA	NA
"Pver_gene_g3632"	2.63677398150906e-05	0.000243709595184138	"TIGD6_HUMANTigger transposable element-derived protein 6 OS=Homo sapiens OX=9606 GN=TIGD6 PE=2 SV=2"	472	5	1.53e-55	51.35	2	"F:GO:0003676; C:GO:0005634"	"F:nucleic acid binding; C:nucleus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	471	"IPR006600 (PFAM); IPR004875 (PFAM); G3DSA:1.10.10.60 (GENE3D); mobidb-lite (MOBIDB_LITE); PTHR19303:SF18 (PANTHER); PTHR19303 (PANTHER)"	"F:GO:0003676"	"F:nucleic acid binding"	"XP_027042742.1"	472	1	2.3e-222	92.87	NA	NA	NA	NA	NA
"Pver_gene_g21689"	2.996175394797e-05	0.000275590239212246	"TTC28_HUMANTetratricopeptide repeat protein 28 OS=Homo sapiens OX=9606 GN=TTC28 PE=1 SV=4"	454	5	4.81e-44	57.76	26	"P:GO:0000132; P:GO:0007346; P:GO:0008277; P:GO:0031291; P:GO:0050790; P:GO:0051661; P:GO:0060236; P:GO:1904778; P:GO:1905832; F:GO:0001965; F:GO:0005092; F:GO:0008022; F:GO:0019900; F:GO:0019904; F:GO:0042802; F:GO:0043621; F:GO:0070840; C:GO:0005813; C:GO:0005829; C:GO:0012505; C:GO:0016020; C:GO:0030496; C:GO:0032991; C:GO:0043231; C:GO:0097431; C:GO:0097575"	"P:establishment of mitotic spindle orientation; P:regulation of mitotic cell cycle; P:regulation of G protein-coupled receptor signaling pathway; P:Ran protein signal transduction; P:regulation of catalytic activity; P:maintenance of centrosome location; P:regulation of mitotic spindle organization; P:positive regulation of protein localization to cell cortex; P:positive regulation of spindle assembly; F:G-protein alpha-subunit binding; F:GDP-dissociation inhibitor activity; F:protein C-terminus binding; F:kinase binding; F:protein domain specific binding; F:identical protein binding; F:protein self-association; F:dynein complex binding; C:centrosome; C:cytosol; C:endomembrane system; C:membrane; C:midbody; C:protein-containing complex; C:intracellular membrane-bounded organelle; C:mitotic spindle pole; C:lateral cell cortex"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	454	"IPR019734 (SMART); IPR011990 (G3DSA:1.25.40.GENE3D); PF13424 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); PTHR45954:SF1 (PANTHER); PTHR45954 (PANTHER); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR011990 (SUPERFAMILY); IPR011990 (SUPERFAMILY)"	"F:GO:0005515"	"F:protein binding"	"RMX59738.1"	454	1	1.3e-105	87.28	NA	NA	NA	NA	NA
"Pver_gene_g10306"	3.21092526728271e-05	0.000293923159082033	"Y4757_DICDIOTU domain-containing protein DDB_G0284757 OS=Dictyostelium discoideum OX=44689 GN=DDB_G0284757 PE=4 SV=2"	1013	5	2.81e-17	45.39	3	"P:GO:0071704; F:GO:0008233; F:GO:0016740"	"P:organic substance metabolic process; F:peptidase activity; F:transferase activity"	"EC:3.4; EC:2"	"Acting on peptide bonds (peptidases); Transferases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1012	"IPR011095 (PFAM); IPR003323 (PFAM); G3DSA:3.90.70.80 (GENE3D); IPR013815 (G3DSA:3.30.1490.GENE3D); G3DSA:3.30.470.20 (GENE3D); IPR001296 (PFAM); G3DSA:3.40.50.2000 (GENE3D); PTHR12419 (PANTHER); PTHR12419:SF11 (PANTHER); IPR011761 (PROSITE_PROFILES); IPR003323 (PROSITE_PROFILES); cd03801 (CDD); SSF56059 (SUPERFAMILY); IPR038765 (SUPERFAMILY); SSF53756 (SUPERFAMILY)"	"F:GO:0005524; F:GO:0008716; F:GO:0016757; F:GO:0046872"	"F:ATP binding; F:D-alanine-D-alanine ligase activity; F:glycosyltransferase activity; F:metal ion binding"	"XP_022809119.1"	1013	1	0	81.29	NA	NA	NA	NA	NA
"Pver_gene_g12345"	3.36033219285201e-05	0.000306127870583264	NA	293	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4SBM2_STYPITransposon TX1 uncharacterized 149 kDa protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene7190 PE=4 SV=1"	293	5	2.71e-60	81.46	2	"F:GO:0003677; C:GO:0016021"	"F:DNA binding; C:integral component of membrane"	NA	NA	292	"Coil (COILS); mobidb-lite (MOBIDB_LITE)"	NA	NA	"XP_020632469.1"	293	1	2.8e-64	86.83	NA	NA	NA	NA	NA
"Pver_gene_g23798"	3.69720440650572e-05	0.000335213199523185	NA	392	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4SP34_STYPIProtein BTN1 OS=Stylophora pistillata OX=50429 GN=BTN1 PE=3 SV=1"	392	5	5.74e-92	63.31	8	"P:GO:0006468; P:GO:0016310; F:GO:0004672; F:GO:0005524; F:GO:0008270; F:GO:0016301; C:GO:0016020; C:GO:0016021"	"P:protein phosphorylation; P:phosphorylation; F:protein kinase activity; F:ATP binding; F:zinc ion binding; F:kinase activity; C:membrane; C:integral component of membrane"	NA	NA	392	"mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)"	NA	NA	"PFX30889.1"	392	1	1.7e-80	52.07	5	"P:GO:0006468; F:GO:0004672; F:GO:0005524; C:GO:0016020; C:GO:0016021"	"P:protein phosphorylation; F:protein kinase activity; F:ATP binding; C:membrane; C:integral component of membrane"	NA	NA
"Pver_gene_g21377"	4.01966245323203e-05	0.000362722147438568	"POL3_DROMERetrovirus-related Pol polyprotein from transposon 17.6 OS=Drosophila melanogaster OX=7227 GN=pol PE=4 SV=1"	536	5	1.73e-52	46.41	4	"P:GO:0006259; F:GO:0016787; F:GO:0097159; F:GO:1901363"	"P:DNA metabolic process; F:hydrolase activity; F:organic cyclic compound binding; F:heterocyclic compound binding"	"EC:3"	"Hydrolases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	536	"IPR041577 (PFAM); IPR043128 (G3DSA:3.30.70.GENE3D); G3DSA:3.10.20.370 (GENE3D); IPR000477 (PFAM); IPR043128 (G3DSA:3.30.70.GENE3D); PTHR24559 (PANTHER); PTHR24559:SF324 (PANTHER); cd09274 (CDD); cd01647 (CDD); IPR043502 (SUPERFAMILY)"	NA	NA	"PFX30229.1"	536	1	1.2e-214	73.25	2	"P:GO:0015074; F:GO:0003676"	"P:DNA integration; F:nucleic acid binding"	NA	NA
"Pver_gene_g13770"	4.04180300881996e-05	0.00036299966645251	"TLR2_CAPIBToll-like receptor 2 OS=Capra ibex OX=72542 GN=TLR2 PE=3 SV=1"	431	5	6.46e-20	62.29	6	"P:GO:0002224; P:GO:0071221; F:GO:0016799; C:GO:0005737; C:GO:0005886; C:GO:0043231"	"P:toll-like receptor signaling pathway; P:cellular response to bacterial lipopeptide; F:hydrolase activity, hydrolyzing N-glycosyl compounds; C:cytoplasm; C:plasma membrane; C:intracellular membrane-bounded organelle"	"EC:3.2.2"	"Glycosylases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	430	"IPR000157 (SMART); IPR035897 (G3DSA:3.40.50.GENE3D); IPR000157 (PFAM); IPR017241 (PANTHER); PTHR24365:SF543 (PANTHER); IPR000157 (PROSITE_PROFILES); IPR035897 (SUPERFAMILY)"	"P:GO:0002224; P:GO:0006955; P:GO:0007165; F:GO:0003953; F:GO:0004888; C:GO:0016021"	"P:toll-like receptor signaling pathway; P:immune response; P:signal transduction; F:NAD+ nucleosidase activity; F:transmembrane signaling receptor activity; C:integral component of membrane"	"XP_027059282.1"	431	1	4.5e-212	81.08	NA	NA	NA	NA	NA
"Pver_gene_g6775"	4.31109061303946e-05	0.000385366973109255	NA	320	NA	NA	NA	NA	NA	NA	NA	NA	"A0A6S7I4J7_PARCTVoltage-dependent calcium channel subunit alpha-2 delta-2 OS=Paramuricea clavata OX=317549 GN=PACLA_6A077891 PE=4 SV=1"	320	5	5.29e-83	66.55	2	"P:GO:0090305; F:GO:0004519"	"P:nucleic acid phosphodiester bond hydrolysis; F:endonuclease activity"	"EC:3.1"	"Acting on ester bonds"	319	"PTHR46704 (PANTHER)"	NA	NA	"XP_029206142.1"	320	1	8.5e-75	34.31	NA	NA	NA	NA	NA
"Pver_gene_g16346"	5.09951273997107e-05	0.000453713656864716	"TTC28_HUMANTetratricopeptide repeat protein 28 OS=Homo sapiens OX=9606 GN=TTC28 PE=1 SV=4"	1105	5	2.25e-122	56.53	23	"P:GO:0000132; P:GO:0008277; P:GO:0031291; P:GO:0050790; P:GO:0051661; P:GO:0060236; P:GO:1904778; P:GO:1905832; F:GO:0001965; F:GO:0005092; F:GO:0008022; F:GO:0019904; F:GO:0042802; F:GO:0043621; F:GO:0070840; C:GO:0005813; C:GO:0005829; C:GO:0012505; C:GO:0016020; C:GO:0032991; C:GO:0043231; C:GO:0097431; C:GO:0097575"	"P:establishment of mitotic spindle orientation; P:regulation of G protein-coupled receptor signaling pathway; P:Ran protein signal transduction; P:regulation of catalytic activity; P:maintenance of centrosome location; P:regulation of mitotic spindle organization; P:positive regulation of protein localization to cell cortex; P:positive regulation of spindle assembly; F:G-protein alpha-subunit binding; F:GDP-dissociation inhibitor activity; F:protein C-terminus binding; F:protein domain specific binding; F:identical protein binding; F:protein self-association; F:dynein complex binding; C:centrosome; C:cytosol; C:endomembrane system; C:membrane; C:protein-containing complex; C:intracellular membrane-bounded organelle; C:mitotic spindle pole; C:lateral cell cortex"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1104	"IPR019734 (SMART); IPR011990 (G3DSA:1.25.40.GENE3D); IPR011990 (G3DSA:1.25.40.GENE3D); PF13424 (PFAM); IPR024983 (PFAM); IPR019734 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); PTHR45954 (PANTHER); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR019734 (PROSITE_PROFILES); IPR011990 (SUPERFAMILY); IPR011990 (SUPERFAMILY); IPR011990 (SUPERFAMILY); IPR011990 (SUPERFAMILY)"	"F:GO:0005515"	"F:protein binding"	"XP_027036102.1"	1105	1	2e-232	89.8	NA	NA	NA	NA	NA
"Pver_gene_g17897"	5.24745243704865e-05	0.00046470462512282	"POGK_HUMANPogo transposable element with KRAB domain OS=Homo sapiens OX=9606 GN=POGK PE=1 SV=2"	431	4	6.28e-32	60.53	8	"P:GO:0007064; P:GO:0010468; P:GO:0051382; F:GO:0003676; F:GO:0005515; C:GO:0000785; C:GO:0005654; C:GO:0005829"	"P:mitotic sister chromatid cohesion; P:regulation of gene expression; P:kinetochore assembly; F:nucleic acid binding; F:protein binding; C:chromatin; C:nucleoplasm; C:cytosol"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	430	"Coil (COILS); Coil (COILS); IPR004875 (PFAM); G3DSA:3.30.70.1820 (GENE3D); PTHR19303:SF7 (PANTHER); PTHR19303 (PANTHER)"	"F:GO:0003676"	"F:nucleic acid binding"	"XP_027050337.1"	431	1	5.1e-99	94.12	NA	NA	NA	NA	NA
"Pver_gene_g20750"	5.52783546634073e-05	0.00048726845962559	NA	767	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4R7H4_STYPIC2H2-type domain-containing protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene23758 PE=4 SV=1"	767	5	0	61.42	NA	NA	NA	NA	NA	766	"mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR33845 (PANTHER)"	NA	NA	"KXJ07868.1"	767	1	9.4e-221	48.72	NA	NA	NA	NA	NA
