Entry	Entry name	Status	Gene names	Organism	Protein names	Length	Gene ontology (GO)	Gene ontology IDs	yourlist:M202110205BF3C56A578D7D6DFD1FC81EE5DA77302442196
A0A3M6U764	A0A3M6U764_POCDA	unreviewed	pdam_00017437	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	635			RMX49532.1
A0A3M6UEZ4	A0A3M6UEZ4_POCDA	unreviewed	pdam_00003734	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1201			RMX51998.1
A0A3M6UEH9	A0A3M6UEH9_POCDA	unreviewed	pdam_00003736	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	554			RMX51996.1
A0A3M6TCI2	A0A3M6TCI2_POCDA	unreviewed	pdam_00021494	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1100			RMX39028.1
A0A3M6UPQ2	A0A3M6UPQ2_POCDA	unreviewed	pdam_00024127	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1052	Golgi apparatus [GO:0005794]	GO:0005794	RMX55514.1
A0A3M6UHE8	A0A3M6UHE8_POCDA	unreviewed	pdam_00010939	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	132			RMX52944.1
A0A3M6UH02	A0A3M6UH02_POCDA	unreviewed	pdam_00010948	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	927	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0016021	RMX52922.1
A0A3M6UGZ0	A0A3M6UGZ0_POCDA	unreviewed	pdam_00010949	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	808	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0016021	RMX52923.1
A0A2B4SW33	A0A2B4SW33_STYPI	unreviewed	F5 AWC38_SpisGene2019	Stylophora pistillata (Smooth cauliflower coral)	Coagulation factor V	387			PFX33090.1
A0A3M6UHR2	A0A3M6UHR2_POCDA	unreviewed	pdam_00010963	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	241			RMX52908.1
A0A3M6V0B3	A0A3M6V0B3_POCDA	unreviewed	pdam_00022048	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	FSA_C domain-containing protein	4841	integral component of membrane [GO:0016021]	GO:0016021	RMX58988.1
A0A2B4R9B5	A0A2B4R9B5_STYPI	unreviewed	IGSF10 AWC38_SpisGene20864	Stylophora pistillata (Smooth cauliflower coral)	Immunoglobulin superfamily member 10	799			PFX14944.1
A0A2B4RLN4	A0A2B4RLN4_STYPI	unreviewed	COQ4 AWC38_SpisGene17118	Stylophora pistillata (Smooth cauliflower coral)	Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial (Coenzyme Q biosynthesis protein 4 homolog)	553	extrinsic component of mitochondrial inner membrane [GO:0031314]; ubiquinone biosynthetic process [GO:0006744]	GO:0006744; GO:0031314	PFX18511.1
A0A3M6U8N7	A0A3M6U8N7_POCDA	unreviewed	pdam_00002901	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	EGF-like domain-containing protein (Fragment)	372			RMX50040.1
A0A3M6U4B3	A0A3M6U4B3_POCDA	unreviewed	pdam_00008498	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1134	protein homooligomerization [GO:0051260]	GO:0051260	RMX48525.1
A0A3M6U8K7	A0A3M6U8K7_POCDA	unreviewed	pdam_00002923	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	165			RMX50010.1
A0A2B4R503	A0A2B4R503_STYPI	unreviewed	AWC38_SpisGene22500	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein KIAA1958-like	392			PFX13414.1
A0A2B4SBL7	A0A2B4SBL7_STYPI	unreviewed	AWC38_SpisGene8544	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	440			PFX26756.1
A0A3M6T4F9	A0A3M6T4F9_POCDA	unreviewed	pdam_00003843	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	302			RMX35485.1
A0A3M6T4Q5	A0A3M6T4Q5_POCDA	unreviewed	pdam_00003836	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	256			RMX35521.1
A0A2B4RQG2	A0A2B4RQG2_STYPI	unreviewed	ZMYND12 AWC38_SpisGene16568	Stylophora pistillata (Smooth cauliflower coral)	Zinc finger MYND domain-containing protein 12	727	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0016021	PFX19039.1
A0A3M6T4V6	A0A3M6T4V6_POCDA	unreviewed	pdam_00005208	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	195			RMX35988.1
A0A2B4S0L0	A0A2B4S0L0_STYPI	unreviewed	Slc6a13 AWC38_SpisGene13459	Stylophora pistillata (Smooth cauliflower coral)	Sodium-and chloride-dependent GABA transporter 2	962	integral component of membrane [GO:0016021]; symporter activity [GO:0015293]	GO:0015293; GO:0016021	PFX22042.1
A0A3M6TK08	A0A3M6TK08_POCDA	unreviewed	pdam_00020243	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	580	integral component of membrane [GO:0016021]; symporter activity [GO:0015293]	GO:0015293; GO:0016021	RMX41720.1
A0A2B4R9T1	A0A2B4R9T1_STYPI	unreviewed	ANKZF1 AWC38_SpisGene21452	Stylophora pistillata (Smooth cauliflower coral)	Ankyrin repeat and zinc finger domain-containing protein 1	768	cytoplasm [GO:0005737]; metal ion binding [GO:0046872]	GO:0005737; GO:0046872	PFX14391.1
A0A3M6U0P0	A0A3M6U0P0_POCDA	unreviewed	pdam_00017802	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	1188	alpha-L-arabinofuranosidase activity [GO:0046556]; L-arabinose metabolic process [GO:0046373]	GO:0046373; GO:0046556	RMX47265.1
A0A3M6TJV5	A0A3M6TJV5_POCDA	unreviewed	pdam_00008647	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	USE1-like protein (Vesicle transport protein USE1) (Fragment)	276	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; protein transport [GO:0015031]	GO:0005789; GO:0015031; GO:0016021	RMX41558.1
A0A2B4S686	A0A2B4S686_STYPI	unreviewed	AWC38_SpisGene11328	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	84			PFX24097.1
A0A3M6TJI7	A0A3M6TJI7_POCDA	unreviewed	pdam_00008651	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	133			RMX41587.1
A0A3M6TK16	A0A3M6TK16_POCDA	unreviewed	pdam_00008654	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	410	nucleus [GO:0005634]; DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]	GO:0003700; GO:0005634; GO:0008270; GO:0043565	RMX41584.1
A0A2B4R7D0	A0A2B4R7D0_STYPI	unreviewed	TTC28 AWC38_SpisGene23803	Stylophora pistillata (Smooth cauliflower coral)	Tetratricopeptide repeat protein 28	652			PFX12267.1
A0A3M6TKJ6	A0A3M6TKJ6_POCDA	unreviewed	pdam_00006673	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	G_PROTEIN_RECEP_F1_2 domain-containing protein	398	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0016021	RMX41889.1
A0A3M6TKR8	A0A3M6TKR8_POCDA	unreviewed	pdam_00006675	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	451	integral component of membrane [GO:0016021]	GO:0016021	RMX41891.1
A0A2B4SI88	A0A2B4SI88_STYPI	unreviewed	FRRS1 AWC38_SpisGene7000	Stylophora pistillata (Smooth cauliflower coral)	Ferric-chelate reductase 1	784	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0016021	PFX28288.1
A0A2B4SHH4	A0A2B4SHH4_STYPI	unreviewed	AWC38_SpisGene7015	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	1388	integral component of membrane [GO:0016021]	GO:0016021	PFX28310.1
A0A3M6U0B7	A0A3M6U0B7_POCDA	unreviewed	pdam_00016995	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	1520	ATP binding [GO:0005524]; helicase activity [GO:0004386]; ribonuclease III activity [GO:0004525]; RNA binding [GO:0003723]; RNA processing [GO:0006396]	GO:0003723; GO:0004386; GO:0004525; GO:0005524; GO:0006396	RMX47057.1
A0A2B4R8B0	A0A2B4R8B0_STYPI	unreviewed	nlrc4 AWC38_SpisGene22887	Stylophora pistillata (Smooth cauliflower coral)	NLR family CARD domain-containing protein 4	1441			PFX13063.1
A0A2B4R546	A0A2B4R546_STYPI	unreviewed	GBP6 AWC38_SpisGene23230	Stylophora pistillata (Smooth cauliflower coral)	Guanylate-binding protein 6	744	integral component of membrane [GO:0016021]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GO:0003924; GO:0005525; GO:0016021	PFX12761.1
A0A2B4RI31	A0A2B4RI31_STYPI	unreviewed	NEFM AWC38_SpisGene19838	Stylophora pistillata (Smooth cauliflower coral)	Neurofilament medium polypeptide	1070	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	PFX15925.1
A0A2B4R3W1	A0A2B4R3W1_STYPI	unreviewed	AWC38_SpisGene24772	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein (Fragment)	248			PFX11479.1
A0A3M6U3Y8	A0A3M6U3Y8_POCDA	unreviewed	pdam_00014740	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	874			RMX48279.1
A0A3M6U3N7	A0A3M6U3N7_POCDA	unreviewed	pdam_00014741	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	BACK domain-containing protein	341			RMX48280.1
A0A3M6UQP4	A0A3M6UQP4_POCDA	unreviewed	pdam_00016400	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	ANK_REP_REGION domain-containing protein	771	transferase activity, transferring glycosyl groups [GO:0016757]	GO:0016757	RMX55986.1
A0A2B4RC77	A0A2B4RC77_STYPI	unreviewed	HEG1 AWC38_SpisGene21914	Stylophora pistillata (Smooth cauliflower coral)	Protein HEG-like 1	321	calcium ion binding [GO:0005509]	GO:0005509	PFX13967.1
A0A3M6U658	A0A3M6U658_POCDA	unreviewed	pdam_00008284	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1110	integral component of membrane [GO:0016021]; ABC-type xenobiotic transporter activity [GO:0008559]; ATP binding [GO:0005524]	GO:0005524; GO:0008559; GO:0016021	RMX48948.1
A0A2B4S7E9	A0A2B4S7E9_STYPI	unreviewed	AWC38_SpisGene10928	Stylophora pistillata (Smooth cauliflower coral)	TPR_REGION domain-containing protein	1523	integral component of membrane [GO:0016021]; Ski complex [GO:0055087]; RNA catabolic process [GO:0006401]	GO:0006401; GO:0016021; GO:0055087	PFX24488.1
A0A3M6U5W7	A0A3M6U5W7_POCDA	unreviewed	pdam_00008275	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1414	integral component of membrane [GO:0016021]; ABC-type xenobiotic transporter activity [GO:0008559]; ATP binding [GO:0005524]	GO:0005524; GO:0008559; GO:0016021	RMX48959.1
A0A3M6U5Q6	A0A3M6U5Q6_POCDA	unreviewed	pdam_00008267	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	2772	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GO:0003924; GO:0005525	RMX48990.1
A0A3M6U607	A0A3M6U607_POCDA	unreviewed	pdam_00008266	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	409	calcium ion binding [GO:0005509]	GO:0005509	RMX48989.1
A0A3M6U698	A0A3M6U698_POCDA	unreviewed	pdam_00008265	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	198	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; ATPase-coupled transmembrane transporter activity [GO:0042626]	GO:0005524; GO:0016021; GO:0042626	RMX48988.1
A0A2B4R8Q2	A0A2B4R8Q2_STYPI	unreviewed	AWC38_SpisGene23343	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	1851			PFX12655.1
A0A2B4RCL8	A0A2B4RCL8_STYPI	unreviewed	AWC38_SpisGene19643	Stylophora pistillata (Smooth cauliflower coral)	ZU5 domain-containing protein	1502			PFX16104.1
A0A2B4SG33	A0A2B4SG33_STYPI	unreviewed	AWC38_SpisGene7465	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	98			PFX27790.1
A0A3M6TAD7	A0A3M6TAD7_POCDA	unreviewed	pdam_00003390	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	1025			RMX38234.1
A0A3M6TA62	A0A3M6TA62_POCDA	unreviewed	pdam_00003391	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	IlGF domain-containing protein	136	extracellular region [GO:0005576]; hormone activity [GO:0005179]	GO:0005179; GO:0005576	RMX38233.1
A0A3M6TA26	A0A3M6TA26_POCDA	unreviewed	pdam_00003393	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Peptidase_M48 domain-containing protein (Fragment)	843	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]	GO:0004222; GO:0046872	RMX38235.1
A0A3M6TA15	A0A3M6TA15_POCDA	unreviewed	pdam_00003396	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	844			RMX38232.1
A0A3M6TAD5	A0A3M6TAD5_POCDA	unreviewed	pdam_00003403	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Urea amidohydrolase (EC 3.5.1.5) (Urease)	989	urease complex [GO:0035550]; nickel cation binding [GO:0016151]; urease activity [GO:0009039]; urea catabolic process [GO:0043419]	GO:0009039; GO:0016151; GO:0035550; GO:0043419	RMX38258.1
A0A3M6T9X2	A0A3M6T9X2_POCDA	unreviewed	pdam_00003411	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	SSD domain-containing protein	1309	integral component of membrane [GO:0016021]	GO:0016021	RMX38226.1
A0A3M6UGN5	A0A3M6UGN5_POCDA	unreviewed	pdam_00004213	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Fido domain-containing protein	370			RMX52664.1
A0A3M6TAX6	A0A3M6TAX6_POCDA	unreviewed	pdam_00023686	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	NACHT domain-containing protein (Fragment)	903			RMX38576.1
A0A2B4RXM7	A0A2B4RXM7_STYPI	unreviewed	NLRP12 AWC38_SpisGene12275	Stylophora pistillata (Smooth cauliflower coral)	NACHT, LRR and PYD domains-containing protein 12	1126			PFX23204.1
A0A3M6UV74	A0A3M6UV74_POCDA	unreviewed	pdam_00005800	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	NACHT domain-containing protein	1503			RMX57561.1
A0A3M6TI01	A0A3M6TI01_POCDA	unreviewed	pdam_00011563	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Integrase catalytic domain-containing protein	1819	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074	RMX41025.1
A0A3M6U4R3	A0A3M6U4R3_POCDA	unreviewed	pdam_00019598	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	664	carbohydrate binding [GO:0030246]	GO:0030246	RMX48576.1
A0A2B4RVF7	A0A2B4RVF7_STYPI	unreviewed	AWC38_SpisGene14995	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	701			PFX20540.1
A0A3M6U6F7	A0A3M6U6F7_POCDA	unreviewed	pdam_00019842	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1536	integral component of membrane [GO:0016021]	GO:0016021	RMX49048.1
A0A3M6TW86	A0A3M6TW86_POCDA	unreviewed	pdam_00020739	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	93			RMX45650.1
A0A3M6UU66	A0A3M6UU66_POCDA	unreviewed	pdam_00023165	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	DUF4477 domain-containing protein	705			RMX57137.1
A0A3M6U227	A0A3M6U227_POCDA	unreviewed	pdam_00026076	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	TPR_REGION domain-containing protein (Fragment)	144			RMX47690.1
A0A3M6UR15	A0A3M6UR15_POCDA	unreviewed	pdam_00017465	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	387	integral component of membrane [GO:0016021]; nucleus [GO:0005634]	GO:0005634; GO:0016021	RMX56039.1
A0A2B4SAV7	A0A2B4SAV7_STYPI	unreviewed	USP20 AWC38_SpisGene8813	Stylophora pistillata (Smooth cauliflower coral)	Ubiquitin carboxyl-terminal hydrolase 20	190	thiol-dependent deubiquitinase [GO:0004843]	GO:0004843	PFX26506.1
A0A3M6UQK5	A0A3M6UQK5_POCDA	unreviewed	pdam_00015633	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Amino_oxidase domain-containing protein	906	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; oxidoreductase activity [GO:0016491]; integrin-mediated signaling pathway [GO:0007229]	GO:0005886; GO:0007229; GO:0016021; GO:0016491	RMX55925.1
A0A3M6UAG8	A0A3M6UAG8_POCDA	unreviewed	pdam_00025834	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	TPR_REGION domain-containing protein (Fragment)	580			RMX50647.1
A0A3M6UUX8	A0A3M6UUX8_POCDA	unreviewed	pdam_00016032	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1919	integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]; catalase activity [GO:0004096]; heme binding [GO:0020037]	GO:0004096; GO:0005509; GO:0016021; GO:0020037	RMX57364.1
A0A3M6TH10	A0A3M6TH10_POCDA	unreviewed	pdam_00007483	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Ubiquitin-like domain-containing protein	409			RMX40504.1
A0A3M6UK43	A0A3M6UK43_POCDA	unreviewed	pdam_00014883	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	482	calcium ion binding [GO:0005509]	GO:0005509	RMX53995.1
A0A3M6U1C7	A0A3M6U1C7_POCDA	unreviewed	pdam_00021017	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	607	integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]	GO:0005509; GO:0016021	RMX47324.1
A0A3M6U1F5	A0A3M6U1F5_POCDA	unreviewed	pdam_00021016	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1165	calcium ion binding [GO:0005509]	GO:0005509	RMX47328.1
A0A2B4SAA6	A0A2B4SAA6_STYPI	unreviewed	Ky AWC38_SpisGene9843	Stylophora pistillata (Smooth cauliflower coral)	Kyphoscoliosis peptidase	1752			PFX25517.1
A0A3M6V279	A0A3M6V279_POCDA	unreviewed	pdam_00004545	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	582	nucleus [GO:0005634]; chromosome condensation [GO:0030261]	GO:0005634; GO:0030261	RMX60053.1
A0A2B4SAA1	A0A2B4SAA1_STYPI	unreviewed	RpS10 AWC38_SpisGene9835	Stylophora pistillata (Smooth cauliflower coral)	40S ribosomal protein S10	349	ribosome [GO:0005840]	GO:0005840	PFX25498.1
A0A2B4SA85	A0A2B4SA85_STYPI	unreviewed	apaf1 AWC38_SpisGene9834	Stylophora pistillata (Smooth cauliflower coral)	Apoptotic protease-activating factor 1	2310	ADP binding [GO:0043531]; peptidase activity [GO:0008233]; regulation of apoptotic process [GO:0042981]	GO:0008233; GO:0042981; GO:0043531	PFX25497.1
A0A3M6V2L6	A0A3M6V2L6_POCDA	unreviewed	pdam_00004553	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1009	lyase activity [GO:0016829]; cellular amino acid metabolic process [GO:0006520]	GO:0006520; GO:0016829	RMX60100.1
A0A3M6T6R3	A0A3M6T6R3_POCDA	unreviewed	pdam_00016444	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	144			RMX37070.1
A0A3M6V2I0	A0A3M6V2I0_POCDA	unreviewed	pdam_00010134	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	PA14 domain-containing protein	1705	alpha-L-arabinofuranosidase activity [GO:0046556]; L-arabinose metabolic process [GO:0046373]	GO:0046373; GO:0046556	RMX60156.1
A0A3M6TCD2	A0A3M6TCD2_POCDA	unreviewed	pdam_00018925	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	507	cytoplasm [GO:0005737]; glutathione transferase activity [GO:0004364]; oxidoreductase activity [GO:0016491]; glutathione metabolic process [GO:0006749]	GO:0004364; GO:0005737; GO:0006749; GO:0016491	RMX38914.1
A0A3M6TBZ7	A0A3M6TBZ7_POCDA	unreviewed	pdam_00018923	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	414			RMX38915.1
A0A3M6TBZ3	A0A3M6TBZ3_POCDA	unreviewed	pdam_00018921	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	706	RNA binding [GO:0003723]	GO:0003723	RMX38927.1
A0A3M6TC23	A0A3M6TC23_POCDA	unreviewed	pdam_00018917	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Palmitoyltransferase (EC 2.3.1.225)	420	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; protein-cysteine S-palmitoyltransferase activity [GO:0019706]	GO:0005789; GO:0016021; GO:0019706	RMX38923.1
A0A3M6TCE0	A0A3M6TCE0_POCDA	unreviewed	pdam_00018916	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	887			RMX38924.1
A0A3M6TC30	A0A3M6TC30_POCDA	unreviewed	pdam_00018913	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Presequence protease, mitochondrial	1368	metal ion binding [GO:0046872]; proteolysis [GO:0006508]	GO:0006508; GO:0046872	RMX38920.1
A0A3M6TC08	A0A3M6TC08_POCDA	unreviewed	pdam_00018911	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	665			RMX38922.1
A0A3M6TWY6	A0A3M6TWY6_POCDA	unreviewed	pdam_00023168	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	235			RMX45808.1
A0A3M6T9S9	A0A3M6T9S9_POCDA	unreviewed	pdam_00003088	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	252	methyltransferase activity [GO:0008168]; lipid biosynthetic process [GO:0008610]	GO:0008168; GO:0008610	RMX38093.1
A0A3M6T9U0	A0A3M6T9U0_POCDA	unreviewed	pdam_00003080	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	113			RMX38089.1
A0A2B4SUL2	A0A2B4SUL2_STYPI	unreviewed	AWC38_SpisGene2321	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	95			PFX32839.1
A0A2B4SUM2	A0A2B4SUM2_STYPI	unreviewed	AWC38_SpisGene2316	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	83			PFX32849.1
A0A3M6T9Z1	A0A3M6T9Z1_POCDA	unreviewed	pdam_00003076	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	114			RMX38128.1
A0A2B4SQA9	A0A2B4SQA9_STYPI	unreviewed	Mep1b AWC38_SpisGene2313	Stylophora pistillata (Smooth cauliflower coral)	Metalloendopeptidase (EC 3.4.24.-)	2622	membrane [GO:0016020]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]	GO:0004222; GO:0008270; GO:0016020	PFX32854.1
A0A3M6V248	A0A3M6V248_POCDA	unreviewed	pdam_00025580	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	CHAT domain-containing protein (Fragment)	547			RMX60005.1
A0A3M6T868	A0A3M6T868_POCDA	unreviewed	pdam_00024134	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	139			RMX37551.1
A0A3M6T816	A0A3M6T816_POCDA	unreviewed	pdam_00024136	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	328	zinc ion binding [GO:0008270]	GO:0008270	RMX37555.1
A0A3M6UCL6	A0A3M6UCL6_POCDA	unreviewed	pdam_00020811	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	240	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412	RMX51402.1
A0A3M6UCW4	A0A3M6UCW4_POCDA	unreviewed	pdam_00020806	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	RRM domain-containing protein	199	RNA binding [GO:0003723]	GO:0003723	RMX51396.1
A0A2B4RS80	A0A2B4RS80_STYPI	unreviewed	ERP29 AWC38_SpisGene15105	Stylophora pistillata (Smooth cauliflower coral)	Endoplasmic reticulum resident protein 29	315	endoplasmic reticulum lumen [GO:0005788]; integral component of membrane [GO:0016021]; protein secretion [GO:0009306]	GO:0005788; GO:0009306; GO:0016021	PFX20451.1
A0A3M6TCX1	A0A3M6TCX1_POCDA	unreviewed	pdam_00016201	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.-)	409	NAD+ ADP-ribosyltransferase activity [GO:0003950]	GO:0003950	RMX39213.1
A0A2B4RHD3	A0A2B4RHD3_STYPI	unreviewed	HARBI1 AWC38_SpisGene19145	Stylophora pistillata (Smooth cauliflower coral)	Putative nuclease HARBI1	428	metal ion binding [GO:0046872]	GO:0046872	PFX16576.1
A0A3M6UEC0	A0A3M6UEC0_POCDA	unreviewed	pdam_00012174	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Myb-like domain-containing protein	231			RMX51926.1
A0A3M6UCA4	A0A3M6UCA4_POCDA	unreviewed	pdam_00004121	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	RRM domain-containing protein (Fragment)	171	RNA binding [GO:0003723]	GO:0003723	RMX51179.1
A0A3M6UBZ5	A0A3M6UBZ5_POCDA	unreviewed	pdam_00004120	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	RRM domain-containing protein	165	RNA binding [GO:0003723]	GO:0003723	RMX51180.1
A0A3M6UBW9	A0A3M6UBW9_POCDA	unreviewed	pdam_00004108	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	672	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0016021	RMX51160.1
A0A3M6UCE2	A0A3M6UCE2_POCDA	unreviewed	pdam_00004097	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	712	calcium ion binding [GO:0005509]	GO:0005509	RMX51219.1
